name,place_id,formatted_address,latitude,longitude,rating,user_ratings_total,website,phone_number,search_query,search_location,category,planning_area,weighted_average_income,total_households,has_website,has_phone,has_rating,search_coverage
Singapore Island Country Club (Island Location),ChIJNepkm9QQ2jER1UIwCnWc_8A,"180 Island Club Rd, Singapore 578774",1.3589462,103.8189859,4.3,887,https://gis.sicc.org.sg/,6459 2222,circuit training,"Pulau Sakijang Bendera, Singapore",Fitness Studio,CENTRAL WATER CATCHMENT,0.0,0.0,True,True,True,Local
Police Coast Guard - Brani Base (Headquarters),ChIJ81JXrksY2jER7-F68K-_oI8,"11 Brani Way, Singapore 098658",1.2577501,103.831658,3.8,14,https://www.police.gov.sg/,1800 375 0000,circuit training,"Pulau Brani, Singapore",Fitness Studio,SOUTHERN ISLANDS,0.0,0.0,True,True,True,Local
Leng Kee Community Club,ChIJZ4nitywa2jERVHZmtznHoJY,"400 Lengkok Bahru, #01-01, Singapore 159049",1.2897812,103.8143171,4.5,93,https://www.onepa.gov.sg/cc/leng-kee-cc,6473 5007,circuit training,"Pulau Damar Darat, Singapore",Fitness Studio,TANGLIN,16323.82970252404,6656.0,True,True,True,Local
F1 Recreation,ChIJKV8z5igY2jERTwe6UqsW0P4,"20 Sin Ming Ln, #01-57 Midview City, Singapore 573968",1.3580653,103.8331785,4.7,61,http://www.f1-recreation.com.sg/,6846 7666,circuit training,"Pulau Damar Darat, Singapore",Fitness Studio,BISHAN,12483.410944381014,24524.0,True,True,True,Local
Rower's Bay Park,ChIJ67h-A0oU2jERANQwK1wnId8,"Seletar Club Rd, Singapore 798273",1.4218848,103.8635461,4.5,491,https://www.nparks.gov.sg/,,circuit training,"Pulau Seletar, Singapore",Fitness Studio,SELETAR,0.0,0.0,True,False,True,Local
Singapore Youth Flying Club,ChIJVzbRxTMU2jER87m7cT4pExs,"515 W Camp Rd, Singapore Youth Flying Club, Singapore 797695",1.4141939,103.86318,4.5,32,https://www.syfc.sg/,6483 6236,circuit training,"Pulau Seletar, Singapore",Fitness Studio,SELETAR,0.0,0.0,True,True,True,Local
SingHealth Alice Lee Institute of Advanced Nursing,ChIJz7E3V3AZ2jERzpKY5JVRw7o,"168 Jalan Bukit Merah, #18-01, Singapore 150168",1.2833078,103.8188257,3.7,3,http://www.sgh.com.sg/subsites/IAN/Pages/home.aspx,,EMS training,Singapore,Fitness Studio,BUKIT MERAH,10092.468693505003,45358.0,True,False,True,General
1 ALO Medical Holdings,ChIJmcSKEFkZ2jERczd1lPIMGFk,"101 Irrawaddy Rd, #09-04/05/06 Royal Healthcare Medical Centre, Singapore 329565",1.3206053,103.8432372,4.9,384,https://alomedical.com.sg/,6100 3686,EMS training,Singapore,Fitness Studio,NOVENA,12399.320787338742,15038.0,True,True,True,General
Singapore Emergency Responder Academy,ChIJ_7XvBpgZ2jERuAOcdNRgj_Y,"51 Cuppage Rd, #03-03, Singapore 229469",1.3028749,103.8401603,4.9,4696,http://sera.sg/,6866 0663,EMS training,"Orchard Road, Singapore",Fitness Studio,NEWTON,0.0,0.0,True,True,True,Local
Singapore Maritime Academy (SMA),ChIJ0b2KS2ca2jERzplkNrhWAIw,"Dover Rd, Blk T1A Admin Building, Singapore 139651",1.309149,103.7811413,4.5,50,https://www.sp.edu.sg/sma,6775 1133,EMS training,"Marina Bay, Singapore",Fitness Studio,QUEENSTOWN,10724.055500982318,28504.0,True,True,True,Local
Eversafe Academy,ChIJFdIKgbgZ2jER3lJ4c7liun4,"2 Kampong Kapor Rd, Singapore 208674",1.3063626,103.8541671,4.8,3541,https://eversafe.edu.sg/,6297 8417,EMS training,"Little India, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
EMS Metrology & Services,ChIJVYOgHXAT2jER_kgABqh-a0E,"Blk 20, #05-25 Woodlands Link, Singapore 738733",1.4505612,103.8111965,2.3,3,,6753 7898,EMS training,"Woodlands, Singapore",Fitness Studio,SEMBAWANG,9856.022017546808,29749.0,False,True,True,Local
Nee Soon East Community Club,ChIJVWNV5GUU2jER2Y-RPCaMni0,"1 Yishun Ave 9, Singapore 768893",1.4309056,103.8386666,4.3,1048,https://www.pa.gov.sg/our-network/community-clubs/Locate-CC/detail/Nee-Soon-East-Community-Club,6257 0446,EMS training,"Yishun, Singapore",Fitness Studio,YISHUN,9019.018663760686,65153.0,True,True,True,Local
Toa Payoh Mall,ChIJ5Rryfx0X2jERqvS-qax1mgE,"185 Toa Payoh Central, Singapore 310185",1.3327077,103.847326,4.1,5785,http://toapayohshoppingmall.com/,,EMS training,"Toa Payoh, Singapore",Fitness Studio,NOVENA,12399.320787338742,15038.0,True,False,True,Local
Devan Nair Institute for Employment and Employability,ChIJN3O7bA4Q2jER9hiSRa30Pa0,"80 Jurong East Street 21, Singapore 609607",1.3358012,103.7446101,4.1,166,https://e2i.com.sg/,6474 0606,EMS training,"Jurong East, Singapore",Fitness Studio,BUKIT BATOK,10063.376106008258,47468.0,True,True,True,Local
First Ambulance Services Singapore,ChIJIQnbvh8R2jERvwNDKiNZnHE,"340C King George's Ave, King George's Building, Singapore 208574",1.3100861,103.8622518,4.8,156,http://firstambulance.com.sg/,6252 9696,EMS training,"Kallang, Singapore",Fitness Studio,KALLANG,10084.228177543,31046.0,True,True,True,Local
Ascendo Academy - Mountbatten,ChIJDxFP1ZMX2jER_WgK3zA3PoE,"231 Mountbatten Road Block B, #02-01, Singapore 397999",1.3081216,103.8807723,4.9,6746,http://www.ascendo.sg/,8383 1896,EMS training,"Mountbatten, Singapore",Fitness Studio,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
SAFTI Military Institute,ChIJQyYVYHgP2jERqw5kREItcQ0,"500 Upper Jurong Rd, Singapore 638364",1.3336691,103.6803337,4.1,81,,6799 7067,EMS training,"Pulau Tekong Kechil, Singapore",Fitness Studio,JURONG WEST,9632.399985216842,74409.0,False,True,True,Local
Centre of Excellence in Maritime Safety (CEMS),ChIJbcbPg7Mb2jERG4gSgZJHpqM,"500 Dover Rd, Singapore 139651",1.3092402,103.7800999,5.0,1,https://www.sp.edu.sg/industry/cems,,EMS training,"Pulau Damar Darat, Singapore",Fitness Studio,QUEENSTOWN,10724.055500982318,28504.0,True,False,True,Local
Dive Marine Group Services,ChIJRVpQWW0Q2jERikAhrjI5hIo,"24 Third Lok Yang Rd, Singapore 628014",1.3270702,103.690192,4.3,18,https://dmgroupservices.com/,6515 0090,EMS training,"Pulau Damar Darat, Singapore",Fitness Studio,JURONG WEST,9632.399985216842,74409.0,True,True,True,Local
Juggernaut Fight Club,ChIJRZ11L_YZ2jERHNhx32jFVtc,"90 Eu Tong Sen Street CIDC Building, car park, Singapore 059811",1.2831367,103.841587,4.9,122,http://www.juggernautfightclub.com/,9271 3564,boxing gym,Singapore,Gym,OUTRAM,9371.743688254664,5466.0,True,True,True,General
IQ Fightclub,ChIJJct1LI0Z2jERSyors2FiUAI,"316 Jalan Besar #02-01, #02-02 and, Singapore 208974",1.3116237,103.8596344,5.0,14,,8879 3050,boxing gym,"Little India, Singapore",Gym,KALLANG,10084.228177543,31046.0,False,True,True,Local
Gifted Fight Academy,ChIJyeOLrgsZ2jERedmurr0UPrU,"291 Serangoon Rd, #03-00, Singapore 218107",1.3112635,103.8547501,5.0,46,http://www.giftedfightacademy.info/,9189 1610,boxing gym,"Little India, Singapore",Gym,ROCHOR,0.0,0.0,True,True,True,Local
ELITE Sports Academy,ChIJ1-HNP3gZ2jERU4nEIDMV-4I,"191 thomson road Goldhill Shopping Centre, Corner unit 191B, 3rd Floor (Above SuperCuts Exit United Square, 20m from Novena MRT, Goldhill Plaza, Parking, Singapore 307632",1.3186753,103.8434759,5.0,414,http://elitecoach.com.sg/,8112 9162,boxing gym,"Little India, Singapore",Gym,NOVENA,12399.320787338742,15038.0,True,True,True,Local
INVINCIBLE COLEMAN ACADEMY,ChIJPwjsED8Z2jERBSi7kPyZc0I,"Block 2 Balestier Rd, #01-655 Shopping Centre, Singapore 320002",1.3258323,103.8426148,5.0,5,https://bookings.vibefam.com/invinciblecolemanacademy/classes,8207 8618,boxing gym,"Toa Payoh, Singapore",Gym,NOVENA,12399.320787338742,15038.0,True,True,True,Local
Hilltop Academy,ChIJo7PvCs8Z2jERLVbytuy5X48,"576B Serangoon Rd, Level 3, Singapore 218190",1.314668,103.857974,4.9,64,http://www.hilltopacademysg.com/,9151 6537,boxing gym,"Serangoon, Singapore",Gym,KALLANG,10084.228177543,31046.0,True,True,True,Local
JKD ACADEMY,ChIJW56LOL4X2jERAix-AZzP-Sw,"188 Rivervale Dr, Singapore 543188",1.394739,103.9047244,5.0,4,http://www.jkd.com.sg/,9005 9173,boxing gym,"Punggol, Singapore",Gym,PUNGGOL,10475.132530236871,51758.0,True,True,True,Local
Kapap Academy,ChIJ-cr0WRIZ2jERxkYM8zb1rSw,"144 Robinson Rd, #05-01 Robinson Square, Singapore 068908",1.2781981,103.8482245,4.9,370,https://www.kapapsingapore.com/,9027 6996,kickboxing,"Chinatown, Singapore",Martial Arts,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Club Zest,ChIJUyE3O4QX2jERVULGUcZG4VQ,"1000 Toa Payoh N, Tower Block Level 7, Singapore 318994",1.3424303,103.8484683,0.0,0,,6319 1470,kickboxing,"Toa Payoh, Singapore",Martial Arts,TOA PAYOH,10071.888371896875,35569.0,False,True,False,Local
SUL Academy,ChIJJR-PTVoX2jERwJiVVUdrcgE,"60 Lor 23 Geylang, #06-01, Singapore 388384",1.3159817,103.8814347,5.0,54,http://www.sulacademy.com/,9853 7488,kickboxing,"Geylang, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
Kapap Academy,ChIJHeSWOjQY2jERuDdym9a_W1Q,"82 Lor 23 Geylang, #02-02﻿, Singapore 388409",1.316739,103.881314,5.0,3,http://www.kapapsingapore.com/,9027 6996,kickboxing,"Geylang, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
Xuan Sports @ Kallang Wave Mall,ChIJKwV83iAZ2jERdDSFupnK0Kg,"1 Stadium Pl, #02 - 01, Singapore 397628",1.3030941,103.8731915,4.9,160,http://www.xuansports.com/,9101 9240,kickboxing,"Kallang, Singapore",Martial Arts,KALLANG,10084.228177543,31046.0,True,True,True,Local
Zen Academy,ChIJpz7H9NcZ2jER0mxtntuQBh8,"61 Sims Dr, #01-131, Singapore 380061",1.3167277,103.8787483,4.2,42,https://www.zensch.com/,8815 0168,kickboxing,"Aljunied, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
The Gentle Art Academy (East),ChIJvSeBJXMY2jERfxEKSts0BXE,"88 E Coast Rd, #02-08, Singapore 428788",1.3047255,103.9046894,4.8,81,https://www.thegentleartacademy.com/,6342 0113,kickboxing,"Katong, Singapore",Martial Arts,MARINE PARADE,12828.006335837315,13179.0,True,True,True,Local
Gracie Barra Singapore,ChIJ4W89-AoZ2jERoow33HoTK3Q,"37 Middle Rd, #04-00 UWEEI Building, Singapore 188946",1.297143,103.8554486,4.9,54,http://graciebarra.com.sg/,6931 3099,Brazilian Jiu-Jitsu,Singapore,Others,ROCHOR,0.0,0.0,True,True,True,General
Enjoy The Process — Jiu Jitsu Academy,ChIJA0WHPQAZ2jERLKPTb3t3QyQ,"311b Jln Besar, #03-01, Singapore 208970",1.311343,103.859107,5.0,23,http://www.etpbjj.com/,0813-2570-8458,Brazilian Jiu-Jitsu,Singapore,Others,KALLANG,10084.228177543,31046.0,True,True,True,General
The Gentle Art Academy (Novena),ChIJ4Wg9HqEZ2jER5zBz-eTBRvU,"Thomson Rd, #01-39 101, Singapore 307591",1.317325,103.8435452,5.0,12,https://thegentleartacademy.com/,6022 1734,Brazilian Jiu-Jitsu,Singapore,Others,NOVENA,12399.320787338742,15038.0,True,True,True,General
SAFRA Yishun Country Club,ChIJW75052sU2jERgZLDUbmKlPA,"60 Yishun Ave 4, Singapore 769027",1.4241052,103.8407026,4.3,3248,https://www.safra.sg/,6852 8200,Brazilian Jiu-Jitsu,"Changi Village, Singapore",Others,YISHUN,9019.018663760686,65153.0,True,True,True,Local
Singapore Sports School,ChIJ46Nqy7sT2jERtbm1OJhbUVo,"1 Champions Way, Singapore 737913",1.4265,103.7891347,4.5,80,http://www.sportsschool.edu.sg/,6766 0100,Brazilian Jiu-Jitsu,"Pulau Ayer Merbau, Singapore",Others,MANDAI,0.0,0.0,True,True,True,Local
Tanglin Community Club,ChIJia6dov4Z2jERjdeO3xGAx8U,"245 Whitley Rd, Singapore 297829",1.3233488,103.8268267,4.2,316,https://www.onepa.gov.sg/cc/tanglin-cc,6251 3922,Brazilian Jiu-Jitsu,"Pulau Ayer Merbau, Singapore",Others,NOVENA,12399.320787338742,15038.0,True,True,True,Local
Op Academy,ChIJ__2Ogm8V2jERjqt07q8-xZI,"BLK 259 Yishun Street 22, Singapore 760259",1.43494,103.8392064,0.0,0,http://opacademy.net/adult-self-defence/,9106 6242,BJJ academy,"Yishun, Singapore",Martial Arts,SIMPANG,0.0,0.0,True,True,False,Local
Authentic Ippon Academy (JESC),ChIJz2OYOvoP2jERa70bwLD6Bjc,"21 Jurong East Street 31, ActiveSG Sport Centre, Singapore 609517",1.3466886,103.7286449,0.0,0,https://authenticippon.com/contact/,9823 3632,BJJ academy,"Jurong East, Singapore",Martial Arts,TENGAH,0.0,0.0,True,True,False,Local
Singapore Budo Academy,ChIJL5gyuf4Z2jERGOFRxPEgNnc,"520 Sims Ave, #02-02, Singapore 387580",1.3161666,103.8892527,0.0,0,https://singaporebudo.com/,9006 8375,BJJ academy,"Geylang, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,True,True,False,Local
Tanglin Kendo Club,ChIJnYEywpAZ2jEROVjgmNSQj2k,"245 Whitley Rd, Tanglin Community Club, Singapore 297829",1.3235119,103.8269397,5.0,1,https://m.facebook.com/tanglinkendo/,,judo,Singapore,Martial Arts,NOVENA,12399.320787338742,15038.0,True,False,True,General
Sports Academy Of Wushu,ChIJlRwubA4T2jERP6s0WA3aMfs,"2 Sembawang Cres, #01-01, Singapore 757632",1.4448028,103.8197695,0.0,0,https://wushuacademy.org/,,judo,"Sembawang, Singapore",Martial Arts,SEMBAWANG,9856.022017546808,29749.0,True,False,False,Local
Toa Payoh Central Community Club,ChIJW7BptGEX2jERMRaGgsi2fNM,"93 Toa Payoh Central, Singapore 319194",1.3347998,103.8503959,4.3,124,,6252 1249,judo,"Toa Payoh, Singapore",Martial Arts,TOA PAYOH,10071.888371896875,35569.0,False,True,True,Local
JowGaKungFu Academy Singapore,ChIJFTU6ZQsX2jEREIGMyQUyx3c,"50 Serangoon North Ave 4, #06-18 First Centre, Singapore 555856",1.3755196,103.8757554,5.0,2,http://jowgakungfu.sg/,9109 3559,judo,"Serangoon, Singapore",Martial Arts,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Hitoshinkan Budo Academy,ChIJk_AsB-0V2jERqIO44NliN74,"9 Sentul Cres, Singapore 821313",1.4103163,103.9061147,5.0,1,https://hitoshinkan.wixsite.com/mysite,,judo,"Punggol, Singapore",Martial Arts,PUNGGOL,10475.132530236871,51758.0,True,False,True,Local
Bukit Batok East Community Club,ChIJz9f-20MQ2jERCEDdxLvPfFk,"268 Bukit Batok East Ave 4, #01-256, Singapore 650268",1.3493318,103.7591068,4.0,622,https://www.facebook.com/bukitbatokeast/,6565 9330,judo,"Bukit Batok, Singapore",Martial Arts,BUKIT BATOK,10063.376106008258,47468.0,True,True,True,Local
Wushu Cafe,ChIJdT2Hpe0R2jER2LAOsJ7W0S8,"Choa Chu Kang Street 53, Singapore",1.3912823,103.747286,5.0,1,,9863 6093,judo,"Choa Chu Kang, Singapore",Martial Arts,CHOA CHU KANG,10535.758835482462,52657.0,False,True,True,Local
KTMA Academy NeWest,ChIJ2X0GwucZ2jER1E3naP2AT24,"1 W Coast Dr, #01-08/09 NeWest, Singapore 128020",1.3161279,103.7573674,4.6,14,http://www.ktma.sg/,8727 7712,judo,"Clementi, Singapore",Martial Arts,CLEMENTI,11191.556927093045,26815.0,True,True,True,Local
Kim Seng Community Centre,ChIJx-6Lg4IZ2jERfBWa3SzWvA8,"570 Havelock Rd, Singapore 169640",1.2894666,103.8310287,4.1,308,,6272 3878,judo,"Tiong Bahru, Singapore",Martial Arts,SINGAPORE RIVER,0.0,0.0,False,True,True,Local
Tommy Carruthers Jeet Kune Do School,ChIJj6yLyzoY2jERdPM4oE2-TM8,"The Atrix Building #02-03, 82 Lor 23 Geylang, Singapore 388409",1.31675,103.881384,5.0,1,http://www.jkd.com.sg/tommy-carruthers-singapore/,9005 9173,judo,"Geylang, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
Tampines West Community Club,ChIJW2RO4zE92jERB0zfdzfmxzc,"5 Tampines Ave 3, #01 05, Singapore 529705",1.3488917,103.9355738,4.4,365,,6788 1912,taekwondo,"Tampines, Singapore",Martial Arts,PAYA LEBAR,0.0,0.0,False,True,True,Local
Clementi Community Centre,ChIJq6qq2oUa2jERdIXhE3knPCM,"220 Clementi Ave 4, Singapore 129880",1.3189456,103.7680816,4.2,902,,6776 1670,taekwondo,"Clementi, Singapore",Martial Arts,CLEMENTI,11191.556927093045,26815.0,False,True,True,Local
Time Park,ChIJL2uQ_6092jERUjGwj5hMdJo,"417 Pasir Ris Drive 6, Block 417, Singapore 510417",1.3726521,103.9551028,4.6,22,,,taekwondo,"Pasir Ris Park, Singapore",Martial Arts,PASIR RIS,11846.999197728956,40510.0,False,False,True,Local
The Kalari Academy,ChIJM9VrtUoY2jER3AagP3VhYCA,"448 Serangoon Rd, Singapore 218138",1.3131529,103.8566265,5.0,76,https://www.thekalariacademy.com/,9451 2131,karate,Singapore,Martial Arts,KALLANG,10084.228177543,31046.0,True,True,True,General
Pub34,ChIJh2W6NUEZ2jERzyMwbQSd9vg,"34 Perak Rd, Singapore 208150",1.3043689,103.853088,0.0,0,,8179 3434,karate,"Little India, Singapore",Martial Arts,ROCHOR,0.0,0.0,False,True,False,Local
Elias Mall,ChIJO78EpL492jERuWZcaOf26DA,"625 Elias Rd, Singapore 510625",1.3783052,103.9418722,3.9,2342,https://www.eliasmall.com/,6582 9767,karate,"Pasir Ris, Singapore",Martial Arts,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
Wan Wu Wushu Academy (Canberra),ChIJ8_oaww0V2jERUMdEENDFQoU,"131 Canberra Cres, Singapore 752131",1.4443863,103.8312507,0.0,0,https://www.wanwusports.com/,9146 8890,karate,"Sembawang, Singapore",Martial Arts,SEMBAWANG,9856.022017546808,29749.0,True,True,False,Local
Cheng San Community Club,ChIJPYyYbeYW2jERzWoaDgHfUhw,"435 Ang Mo Kio Ave 10, Singapore 560435",1.37198,103.8493215,4.1,490,https://www.onepa.gov.sg/cc/cheng-san-cc,6458 8222,karate,"Ang Mo Kio, Singapore",Martial Arts,ANG MO KIO,9398.25493644068,47200.0,True,True,True,Local
Paya Lebar Kovan Community Club,ChIJjZmLx7YX2jERHvqG7bqaBpE,"207 Hougang St 21, Singapore 530207",1.3576889,103.8864475,4.1,215,,6284 4261,karate,"Hougang, Singapore",Martial Arts,HOUGANG,10153.063186096142,65133.0,False,True,True,Local
Hillview Community Club,ChIJAcs3hFIQ2jERyK9SYBlkYKc,"1 Hillview Rise, #01-01, Singapore 667970",1.361984,103.7642603,4.2,377,,6515 0075,karate,"Bukit Batok, Singapore",Martial Arts,BUKIT PANJANG,10223.16462037638,38525.0,False,True,True,Local
Zhenghua Community Club,ChIJn3ut854R2jERfkj909V6YhA,"640A Senja Cl, Singapore 671640",1.3868358,103.7717063,3.9,514,https://zhenghua.pa.gov.sg/,6310 6702,karate,"Bukit Panjang, Singapore",Martial Arts,CHOA CHU KANG,10535.758835482462,52657.0,True,True,True,Local
Taiping Institute,ChIJJ1UmdQcY2jER7hLAswL15c0,"81 Marine Parade Central, Singapore 440081",1.302434,103.9072633,0.0,0,http://taipinginstitute.com/,,karate,"Marine Parade, Singapore",Martial Arts,MARINE PARADE,12828.006335837315,13179.0,True,False,False,Local
Nee Soon Central Community Club,ChIJq7C_6m8U2jERTnac8Wp_HgY,"1 North Point Dr, Singapore 768019",1.4265156,103.8359368,4.3,529,https://www.onepa.gov.sg/cc/nee-soon-central-cc,6752 7687,Krav Maga,"Yishun, Singapore",Martial Arts,YISHUN,9019.018663760686,65153.0,True,True,True,Local
Gong Defense Academy,ChIJkdFKTgUX2jERAwGdksuiTbQ,"8 Ubi Rd 2, #08-15 Zervex, Singapore 408538",1.3340799,103.8952776,5.0,1,,9368 0388,Krav Maga,"Paya Lebar, Singapore",Martial Arts,GEYLANG,9511.15418625147,34040.0,False,True,True,Local
Pendekar Temasek Academy,ChIJfUOz4wEX2jERR3GlJxDfNZ8,"60 Kaki Bukit Pl, Lobby B #07-02 Exit B, Singapore 415979",1.3344637,103.9048833,5.0,62,,8951 9401,silat,Singapore,Martial Arts,PAYA LEBAR,0.0,0.0,False,True,True,General
Sultan Mosque,ChIJb6xq2bAZ2jERE1P6sVKtofw,"3 Muscat St, Singapore 198833",1.3022854,103.8589636,4.7,12722,https://www.sultanmosque.sg/,6293 4405,silat,"Kampong Glam, Singapore",Martial Arts,ROCHOR,0.0,0.0,True,True,True,Local
Teck Ghee Community Club,ChIJgzz7dR0X2jERCfhmeqRQOtw,"861 Ang Mo Kio Ave 10, Singapore 569734",1.363096,103.853577,4.4,863,http://www.pa.gov.sg/,6456 7123,silat,"Ang Mo Kio, Singapore",Martial Arts,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Yio Chu Kang Community Club,ChIJFdT088AW2jERv4-U3wAxo0E,"50 Ang Mo Kio St. 61, Singapore 569163",1.3815595,103.8414105,4.0,401,https://www.onepa.gov.sg/cc/yio-chu-kang-cc,6457 0414,silat,"Ang Mo Kio, Singapore",Martial Arts,ANG MO KIO,9398.25493644068,47200.0,True,True,True,Local
Toa Payoh South Community Club,ChIJk5MlfXoX2jERuQq2GKQ5PRQ,"1999 Lor 8 Toa Payoh, Singapore 319258",1.3349224,103.8593405,4.0,163,,6259 6602,silat,"Toa Payoh, Singapore",Martial Arts,TOA PAYOH,10071.888371896875,35569.0,False,True,True,Local
太陽宮 Tai Yeong Kon Temple,ChIJzXxqhWUZ2jERimou6gAWi5k,"85A Silat Rd, Tai Yeong Kan Temple, Singapore 168851",1.2775946,103.8289212,4.7,23,,6271 0093,silat,"Redhill, Singapore",Martial Arts,BUKIT MERAH,10092.468693505003,45358.0,False,True,True,Local
Chia Leng Kong Heng Kang Tian Temple,ChIJlSUzi2QZ2jERgYRI4B9FGfg,"85A Silat Rd, Singapore 168871",1.277668,103.8288837,5.0,4,,6273 7877,silat,"Tiong Bahru, Singapore",Martial Arts,BUKIT MERAH,10092.468693505003,45358.0,False,True,True,Local
Henderson Community Club,ChIJOZIFa34Z2jERL9_IhYLjUH4,"500 Bukit Merah Vw, Singapore 159682",1.2858271,103.823121,4.1,339,,6271 0168,silat,"Tiong Bahru, Singapore",Martial Arts,RIVER VALLEY,15695.421208530806,3376.0,False,True,True,Local
Central Sikh Gurdwara Board,ChIJG5TohGUZ2jERZyALj5bxBwE,"8 Jalan Bukit Merah, Singapore 169541",1.2771055,103.8324966,4.9,22,,6221 5773,silat,"Tiong Bahru, Singapore",Martial Arts,OUTRAM,9371.743688254664,5466.0,False,True,True,Local
Sikh Centre,ChIJayMnhWUZ2jER-Hjnjxq6UrM,"9 Jalan Bukit Merah, Silat Road Sikh Temple, Singapore 169543",1.2770449,103.8327735,4.8,34,,6327 2004,silat,"Outram, Singapore",Martial Arts,OUTRAM,9371.743688254664,5466.0,False,True,True,Local
PanCare Medical (Bukit Merah),ChIJww0n8DYZ2jERgEHjaWGUp5w,"147 Silat Ave, #01-32 Silat Estate, Singapore 160147",1.2773778,103.8311502,4.5,53,https://pancaremedical.sg/,6970 2557,silat,"Bukit Merah, Singapore",Martial Arts,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Kallang Community Club,ChIJVVVVBdIZ2jERvblaxcflgVc,"45 Boon Keng Rd, Singapore 339771",1.3179854,103.8624274,4.0,550,,6298 4582,silat,"Kallang, Singapore",Martial Arts,KALLANG,10084.228177543,31046.0,False,True,True,Local
Geylang West Community Club,ChIJOa5WOTIY2jER3vTbKwtyREo,"1205 Upper Boon Keng Rd, Singapore 387311",1.3156448,103.8724633,3.9,249,,6748 3024,silat,"Boon Keng, Singapore",Martial Arts,KALLANG,10084.228177543,31046.0,False,True,True,Local
Joo Chiat Community Club,ChIJ0Rz6Sg0Y2jERmgd6ZjD41YE,"405 Joo Chiat Rd, Singapore 427633",1.3074361,103.904113,3.9,173,,6344 1926,silat,"Marine Parade, Singapore",Martial Arts,MARINE PARADE,12828.006335837315,13179.0,False,True,True,Local
Marine Parade Toastmasters Club,ChIJ5TDCY3QY2jERsTbanFoZl7M,"405 Joo Chiat Rd, Room 301, Singapore 427633",1.3074588,103.9041096,4.8,9,https://marineparadetoastmasters.wordpress.com/,9839 0857,silat,"Marine Parade, Singapore",Martial Arts,MARINE PARADE,12828.006335837315,13179.0,True,True,True,Local
Rodalink Jurong East Bicycle Megastore,ChIJ-yLjZ3UQ2jERlWfmHkGFFm0,"18 Boon Lay Way, #01-98D Tradehub 21, Singapore, 609966",1.3286644,103.751975,4.5,1123,https://www.rodalink.com/sg/,6795 4320,spin studio,"Jurong East, Singapore",Fitness Studio,CLEMENTI,11191.556927093045,26815.0,True,True,True,Local
Cycle School SG - Learn to Cycle,ChIJocchM3oZ2jERAg2Pzy18s0Q,"26 Jln Membina, Singapore 161026",1.2826676,103.8255796,4.9,978,http://www.cycleschoolsg.com/,9755 2844,spin studio,"Tiong Bahru, Singapore",Fitness Studio,SINGAPORE RIVER,0.0,0.0,True,True,True,Local
The Ripple Club Katong,ChIJu4Tv-HoZ2jERPKGOtnhKP4g,"86 E Coast Rd, Hotel Indigo Katong, Singapore 428788",1.3044294,103.9047046,5.0,9,https://therippleclub.fit/,9698 9202,spin studio,"Marine Parade, Singapore",Fitness Studio,MARINE PARADE,12828.006335837315,13179.0,True,True,True,Local
Pulau Ubin no. 25 Bicycle Rental,ChIJlQRnbK8_2jER44WO5xQi5Us,"Jalan Pekan Ubin, Singapore",1.4026398,103.970224,3.8,40,https://www.facebook.com/25Pulauubinbicyclerental/,9879 8237,spin studio,"Pulau Ubin, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
45C Bicycle Rental,ChIJIU84DEQ_2jERJGmrtd2nEn4,"Jln Endut Senin, Singapore",1.4028696,103.9699615,2.8,20,,9430 4972,spin studio,"Pulau Ubin, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,False,True,True,Local
Comfort Bicycle Rental & Trading,ChIJ33n4kag92jER-nUN3dhtcSI,"18 Pulau Ubin, Singapore 508273",1.4025357,103.9704529,1.8,28,,6545 0163,spin studio,"Pulau Ubin, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,False,True,True,Local
The Ripple Club Clark Quay,ChIJ86YmoqIZ2jERQCxpwUfygDE,"20 Merchant Rd, Paradox Merchant Court, Singapore 058281",1.2884804,103.8460664,5.0,8,https://therippleclub.fit/,9698 9202,spin studio,"Pulau Tekong Besar, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Rodalink East Coast Bicycle Superstore,ChIJ_dCc17si2jER0pYQKsql7Dw,"166B Upper E Coast Rd, Singapore 455270",1.3137541,103.9319108,4.8,974,https://www.rodalink.com/sg/rodalink-east-coast,6242 8330,rhythm cycling,"Bedok, Singapore",Cycling/Spin,BEDOK,10710.615373350993,78532.0,True,True,True,Local
