name,place_id,formatted_address,latitude,longitude,rating,user_ratings_total,website,phone_number,search_query,search_location,category,planning_area,weighted_average_income,total_households,has_website,has_phone,has_rating,search_coverage
Choa Chu Kang Swimming Complex (The Swimming Place),ChIJ_WX9ue0R2jERj69SXrt_lJU,"1 Choa Chu Kang Street 53, Singapore 689236",1.390985,103.748067,4.1,73,http://www.theswimmingplace.com.sg/,9067 7450,gym,"Choa Chu Kang, Singapore",Gym,CHOA CHU KANG,10535.758835482462,52657.0,True,True,True,Local
Clementi Neighbourhood Park Fitness Corner,ChIJ1wriNgAb2jERorJks6Njqa8,"Clementi, Singapore",1.325285,103.774068,4.0,1,,,gym,"Clementi, Singapore",Fitness Studio,CLEMENTI,11191.556927093045,26815.0,False,False,True,Local
Gold's Gym Personal Training - Buona Vista,ChIJcTWgLEEb2jERegU5Y0qDmJc,"21 Rochester Park, Singapore 139232",1.3071378,103.7862153,4.9,17,http://goldsgym.com.sg/,8153 7888,gym,"Queenstown, Singapore",Fitness Studio,QUEENSTOWN,10724.055500982318,28504.0,True,True,True,Local
Gym at Principal Garden,ChIJ61bUBisZ2jERZdG-xS4yDa8,"91 Prince Charles Cres, Singapore",1.2927757,103.8220007,5.0,1,,,gym,"Redhill, Singapore",Gym,RIVER VALLEY,15695.421208530806,3376.0,False,False,True,Local
Buona Vista Community Club,ChIJ0S3wSmoa2jER2aq7I8gFiy0,"36 Holland Dr, Singapore 270036",1.3094603,103.7926982,4.2,1091,https://www.pa.gov.sg/our-network/community-clubs/Locate-CC/detail/Buona-Vista-Community-Club,6778 5163,gym,"Redhill, Singapore",Gym,QUEENSTOWN,10724.055500982318,28504.0,True,True,True,Local
Delta Swimming Complex,ChIJVQ8bzSoa2jERbYemdYtj8kM,"900 Tiong Bahru Rd, Singapore 158790",1.2897143,103.8202466,4.0,422,https://deltaswimming.com/,6474 7573,gym,"Redhill, Singapore",Gym,RIVER VALLEY,15695.421208530806,3376.0,True,True,True,Local
ASSISTED PULLUP STATION,ChIJ26hqSAAZ2jERk9wWDxkFEiw,"22 Boon Keng Rd, Singapore 330022",1.3183928,103.8612476,0.0,0,,,gym,"Boon Keng, Singapore",Gym,KALLANG,10084.228177543,31046.0,False,False,False,Local
F45 Training Simei,ChIJ0efJmvg92jEREdkVhRv33bA,"3 Simei Street 6, #06-02 Eastpoint Mall, Singapore 528833",1.3427145,103.9530415,4.6,22,https://f45training.sg/simei,9170 8984,gym,"Simei, Singapore",Fitness Studio,TAMPINES,10327.216990999425,72662.0,True,True,True,Local
NCSF Certified Personal Trainer Courses - Singapore,ChIJf1jJbpcR2jERUAdn_6DbLbw,"189 Upper Paya Lebar Rd, Singapore 534870",1.340166,103.884996,5.0,4242,https://www.personaltrainercertification.com.sg/,8503 7888,gym,"Paya Lebar, Singapore",Gym,HOUGANG,10153.063186096142,65133.0,True,True,True,Local
Storm Athletic Club,ChIJ-9xHIIYZ2jERJTb5eUcvyhg,"42 Kim Keat Rd, Singapore 328816",1.324838,103.8534559,5.0,122,https://www.stormathleticclub.com/,9674 6272,gym,"Dakota, Singapore",Gym,TOA PAYOH,10071.888371896875,35569.0,True,True,True,Local
Gold's Gym Personal Training - Tanjong Katong,ChIJhWfqUkgZ2jER7-wvFIhdRmM,"218 Tanjong Katong Rd, Singapore 437010",1.3072384,103.8953414,4.9,16,http://goldsgym.com.sg/,8153 7888,gym,"Katong, Singapore",Fitness Studio,MARINE PARADE,12828.006335837315,13179.0,True,True,True,Local
Oompf! Fitness - Personal Training & Gym,ChIJMx-65nIY2jERZqNT5KEMD5w,"130 E Coast Rd, Singapore 428815",1.3060571,103.9052859,4.8,79,http://www.oompf.com.sg/,8878 5659,gym,"Marine Parade, Singapore",Fitness Studio,MARINE PARADE,12828.006335837315,13179.0,True,True,True,Local
The Gym Pod @ Holland Village Park,ChIJy5PIXLgb2jERXe0JJiYv14k,"281 Holland Ave, Singapore 278996",1.3118336,103.7955225,4.5,13,https://www.thegympod.com/,,gym,"Changi Village, Singapore",Gym,BUKIT TIMAH,15710.218884329815,20472.0,True,False,True,Local
Changi Beach Club Sports Complex,ChIJO6G5FTs82jER4FH2FMxLlb4,"350 Cranwell Rd, Singapore 509864",1.3897361,103.9766143,4.2,70,https://www.facebook.com/changibeachclub/,6546 5225,gym,"Changi Village, Singapore",Gym,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
MSFIT Personal Training Clarke Quay,ChIJ9dbRNUQZ2jERWO88uRRSUMI,"19 Hongkong St, #01-01, Singapore 059662",1.2878366,103.8472479,4.8,115,http://msfit.sg/,8322 2917,gym,"St John's Island, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
Gold's Gym Personal Training - Boat Quay,ChIJ10fUWgoZ2jER1-f8rfHENGg,"43 South Bridge Rd, Singapore 058677",1.2874252,103.848524,4.5,8,http://www.goldsgym.com.sg/,8153 7888,gym,"St John's Island, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
Energia Fitness Club,ChIJIyvw_J8Z2jERwGQG0oQM8UM,"30 Merchant Rd, #02-12 to 17 Riverside Point, Singapore 058282",1.2894991,103.8438386,4.4,41,http://www.energiafitness.sg/,6226 2777,gym,"Pulau Biola, Singapore",Fitness Studio,SINGAPORE RIVER,0.0,0.0,True,True,True,Local
"CLUB HOUSE GYM,PINE GROOVE",ChIJldVyQgAb2jERtv7xwXEJciM,"1Q Pine Grove, Singapore 597596",1.3181002,103.774016,5.0,2,,,gym,"Pulau Ayer Merbau, Singapore",Gym,CLEMENTI,11191.556927093045,26815.0,False,False,True,Local
ReFormd Personal Training Sixth Avenue,ChIJx36YFNMR2jERTymzqbE8Rmg,"805 Bukit Timah Rd, #01-01 Sixth Avenue Centre, Singapore 279883",1.3314207,103.7949989,5.0,91,https://www.reformd.co/,8866 2824,gym,"Pulau Tekong Kechil, Singapore",Fitness Studio,BUKIT TIMAH,15710.218884329815,20472.0,True,True,True,Local
TPG - The Private Gym,ChIJDyomQU8Z2jERorKKaHdZHSY,"129 Devonshire Rd, Singapore 239886",1.2998759,103.836213,5.0,7,,,gym,"Pulau Tekong Kechil, Singapore",Gym,RIVER VALLEY,15695.421208530806,3376.0,False,False,True,Local
REVL Training City Hall,ChIJL5se2IcZ2jER_B02ep2tVVo,"5 Coleman St, #03-09 Excelsior Shopping Centre, Singapore 179805",1.2921087,103.8498334,4.9,35,https://revltraining.sg/locations/city-hall/,8885 2639,gym,"Pulau Tekong Kechil, Singapore",Fitness Studio,MUSEUM,0.0,0.0,True,True,True,Local
THE GARAGE (Beauty World),ChIJNbHFAJAQ2jERIy_IbZJfjm4,"17 Lor Kilat, #01-11, Singapore 598139",1.3408754,103.7742195,4.9,133,http://garagecircuit.com/,8081 6861,gym,"Pulau Hantu Kechil, Singapore",Gym,BUKIT PANJANG,10223.16462037638,38525.0,True,True,True,Local
Sandbox Training Ground,ChIJudPsyz0Z2jER0Ft7jYuj7kE,"10 Raeburn Prk, #03-10, Block A, Singapore 088702",1.2738981,103.8332332,4.7,32,https://www.sandboxtrainingground.com/,9748 7522,gym,"Pulau Brani, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Ascend Fit Personal Training Serangoon Garden,ChIJV9kqg2IX2jERiEMM9he6TwM,"53 Serangoon Garden Way, Singapore 555949",1.3632849,103.8658514,5.0,147,http://www.afptsg.com/,8020 4426,gym,"Pulau Serangoon, Singapore",Fitness Studio,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
The Art of Living - Yoga and Meditation Classes In Singapore,ChIJOSod688Z2jERNsXe_jTynY0,"433 Race Course Rd, Singapore 218679",1.3160241,103.8576431,4.9,222,http://www.artofliving.sg/,8418 5958,yoga_studio,Singapore,Fitness Studio,KALLANG,10084.228177543,31046.0,True,True,True,General
Yogabar,ChIJY2cMnW0Z2jERXIUsayrfnnk,"545 Orchard Rd, #16-01 Far East Shopping Centre, Singapore 238882",1.3055199,103.8299784,5.0,16,http://yogabar.sg/,8781 8254,yoga_studio,"Orchard Road, Singapore",Fitness Studio,ORCHARD,0.0,0.0,True,True,True,Local
Grounded Spaces,ChIJMYGadEYZ2jERZh-w80mdNXY,"150 Orchard Rd, #06-01 Orchard Plaza, Singapore 238841",1.3011461,103.8411105,4.9,83,https://www.groundedspaces.sg/,8860 6809,yoga_studio,"Orchard Road, Singapore",Fitness Studio,NEWTON,0.0,0.0,True,True,True,Local
Avante Body and Wellness | Yoga Orchard | Facial Spa Massage Hair Removal,ChIJ1WbPDEEZ2jERy87fYKVG1Ik,"402 Orchard Rd, #05-06 Delfi Orchard, Singapore 238876",1.3071116,103.8285773,4.8,791,https://www.avante.com.sg/,8685 3519,yoga_studio,"Orchard Road, Singapore",Fitness Studio,ORCHARD,0.0,0.0,True,True,True,Local
Sheela Cheong Private Pilates & Yoga,ChIJu0LwuaUj2jERkW61QyPtb10,"390 Orchard Rd, Singapore 238871",1.3066492,103.8295057,5.0,18,http://sheelacheong.com/,,yoga_studio,"Orchard Road, Singapore",Fitness Studio,ORCHARD,0.0,0.0,True,False,True,Local
Inner Space Studio,ChIJs81px8cZ2jERGGPxtk59qfE,"3 Coleman St, #03-40 Peninsula Shopping Centre, Singapore 179804",1.2918776,103.8500267,3.9,11,http://innerspacestudio.sg/,9877 7750,yoga_studio,"Marina Bay, Singapore",Fitness Studio,DOWNTOWN CORE,14925.66,1350.0,True,True,True,Local
Nithya Priyan School Of Yoga - Chinatown,ChIJ_a319Z4Q2jERAElz5g2vwks,"52A Pagoda St, Singapore 059211",1.2835797,103.8442517,5.0,220,https://priyan.yoga/,9487 1783,yoga_studio,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Hatha Vidya Traditional Yoga,ChIJK_vkudAZ2jER4aZiNwksDU4,"184c Telok Ayer St, Singapore 068631",1.2804676,103.8473632,5.0,13,http://hathavidya.sg/,9077 7660,yoga_studio,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Health Yoga & Therapy Singapore,ChIJ-yXHi3IZ2jERYUa8rrv_1WI,"31B Kreta Ayer Rd, Singapore 088998",1.2807043,103.8421958,4.9,49,http://healthyoga.sg/,9784 4058,yoga_studio,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Yoga Sadhana Outram Park,ChIJA6kuQ_oZ2jEReJfRBi2ZmDg,"6 Bukit Pasoh Rd, #02-01, Singapore 089820",1.2787957,103.841023,5.0,17,https://yogasadhana.sg/,8206 7247,yoga_studio,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
"Union Yoga Ayurveda, Outram Park branch",ChIJm1URqVgZ2jERbJD02GOztk0,"1 Teo Hong Rd, #01-02, Singapore 088321",1.2804145,103.8408618,4.8,141,https://unionyogaayurveda.com.sg/,8321 6170,yoga_studio,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Hatha Vidya Traditional Yoga Arab Street,ChIJdWAUt7gZ2jERzhSXcenGz6s,"102 Arab St, #02-00, Singapore 199798",1.3019132,103.8588092,5.0,11,https://www.hathavidya.sg/,9077 7660,yoga_studio,"Kampong Glam, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
Unika Yoga & Therapy,ChIJAYRCJYYZ2jERUkmUoS-9lj8,"180B Bencoolen St, #08-01 The Bencoolen, Singapore 189648",1.301841,103.8529,5.0,95,https://www.unikayoga.com/,8300 7895,yoga_studio,"Kampong Glam, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
"Ancient's Best, Clinic & Study Centre of Ayurveda & Yoga",ChIJmwpUU7AZ2jERcuWuoxPbjmQ,"9 Haji Ln, Singapore 189202",1.300393,103.85929,0.0,0,,6297 2511,yoga_studio,"Kampong Glam, Singapore",Fitness Studio,ROCHOR,0.0,0.0,False,True,False,Local
"Union Yoga Ayurveda, Kembangan branch",ChIJKzVQOwcY2jERwLDsj7F9Rpk,"14D Jln Masjid, #01-01 Kingston Terrace, Singapore 418935",1.3198251,103.9127791,4.8,120,https://www.unionyogaayurveda.com.sg/,8321 6170,yoga_studio,"Bedok, Singapore",Fitness Studio,BEDOK,10710.615373350993,78532.0,True,True,True,Local
Yoga Assembly,ChIJZbiBrjMZ2jERVvQcNMIl2Ns,"212 Telok Kurau Rd, #04-216 Bright Centre, Singapore 423835",1.3120805,103.9105474,5.0,16,https://www.yogaxssembly.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5925888936529392365,8711 8420,yoga_studio,"Bedok, Singapore",Fitness Studio,MARINE PARADE,12828.006335837315,13179.0,True,True,True,Local
"Union Yoga Ayurveda, Woodlands",ChIJ_eOMB7kT2jEROZJtTEFX0_Q,"10 Woodlands Square, #02-50 WOODS SQUARE SOLO 1, Singapore 737714",1.4349086,103.7859787,5.0,20,https://www.unionyogaayurveda.com.sg/,8321 6170,yoga_studio,"Woodlands, Singapore",Fitness Studio,WOODLANDS,9184.241848443537,70416.0,True,True,True,Local
"Active Hive - Wellness, Tsumamizaiku Craft, Yoga, Yoga Therapy, Workshops",ChIJxTMI24wX2jERAlPSYC-XYhs,"41 Jalan Pemimpin Kong Beng Industrial Building, #03-07 managed by AT Marketing Consultancy, Singapore 577186",1.3499144,103.8418276,4.8,36,http://www.activehive.com.sg/,9236 4678,yoga_studio,"Bishan, Singapore",Fitness Studio,BISHAN,12483.410944381014,24524.0,True,True,True,Local
Tiny Yoga Club,ChIJoWEm6ycX2jERgd9z_Yyq4Sk,"Bidadari Park Dr, Singapore 341102",1.3399287,103.8734434,5.0,4,,,yoga_studio,"Toa Payoh, Singapore",Fitness Studio,TOA PAYOH,10071.888371896875,35569.0,False,False,True,Local
Move Therapy,ChIJryVjzMUZ2jERbpsYTRF0ILI,"43 Tai Thong Cres, Singapore 347865",1.328489,103.8699681,5.0,43,https://mt.sg/,9890 4088,yoga_studio,"Toa Payoh, Singapore",Fitness Studio,TOA PAYOH,10071.888371896875,35569.0,True,True,True,Local
Yoga & Chess Instructor,ChIJFVv8i2sX2jER3PWtQ4ZqD8c,"199 Toa Payoh N, #03-1029 block, Singapore 310199",1.3420129,103.85028,0.0,0,,9022 3879,yoga_studio,"Toa Payoh, Singapore",Fitness Studio,TOA PAYOH,10071.888371896875,35569.0,False,True,False,Local
Ki Yoga Serangoon Gardens,ChIJ5dEMZEoX2jERH3qq31t3DCA,"87A Serangoon Garden Way, Singapore 555983",1.3639963,103.8648467,4.9,36,http://www.kiyoga.com.sg/,8815 0387,yoga_studio,"Serangoon, Singapore",Fitness Studio,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Yoga Movement Serangoon Gardens,ChIJCRUYOZ4X2jERnVfAzVxtcUk,"54 Serangoon Garden Way, Serangoon Garden Post Office, 54 Serangoon Garden Way, Gardens Singpost Complex, Singapore 555950",1.3640368,103.8665596,4.0,56,http://www.yogamovement.com/,6241 4088,yoga_studio,"Serangoon, Singapore",Fitness Studio,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Yen Yoga Private Studio,ChIJscmthLAX2jERhQbBzXCv3YE,"7A Kensington Park Rd, Singapore 557259",1.36498,103.866119,5.0,16,http://yenyoga.online/,8915 7679,yoga_studio,"Serangoon, Singapore",Fitness Studio,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Fern Yoga Pilates - A Boutique Approach,ChIJn6C9TZcZ2jEROzN362h4VU4,"Serangoon Gardens, Singapore 555128",1.3691415,103.8627559,5.0,21,http://fern-yoga.com/,9185 3865,yoga_studio,"Serangoon, Singapore",Fitness Studio,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Yoga Spa 世外桃源,ChIJ-cgVTVEW2jERpZMubliQjeM,"151 Serangoon North Ave. 2, #01-03, Singapore 550151",1.3695973,103.8742136,4.4,65,,9773 0103,yoga_studio,"Serangoon, Singapore",Fitness Studio,SERANGOON,12015.227503718394,32272.0,False,True,True,Local
Third Space Pilates - Serangoon Gardens,ChIJ85aA00MX2jERtmGF9AcIeaQ,"11A, KENSINGTON PARK RD, SINGAPORE 557262, 11A Kensington Park Rd, Singapore 557263",1.3651452,103.8660689,4.9,16,http://thirdspacepilates.co/,,yoga_studio,"Serangoon, Singapore",Fitness Studio,SERANGOON,12015.227503718394,32272.0,True,False,True,Local
Ministry of Yoga Wellness,ChIJadGir9MZ2jERpPOCIF-tKuo,"30 Defu Lane 10, #03-110, Singapore 539211",1.352397,103.8923779,4.4,17,https://www.ministryofyogawellness.com/,8829 5288,yoga_studio,"Hougang, Singapore",Fitness Studio,HOUGANG,10153.063186096142,65133.0,True,True,True,Local
Best Yoga Institute in Singapore - Yogali,ChIJlcUCR5EX2jERqYIEIRu9I4c,"120C Rivervale Dr, Singapore 543120",1.3851171,103.9040028,5.0,46,http://www.yogali.online/,8043 1203,yoga_studio,"Sengkang, Singapore",Fitness Studio,SENGKANG,10549.841220784238,72478.0,True,True,True,Local
Bliss Yoga Space,ChIJISy3sgUW2jER630kLv21fww,"187B Rivervale Dr, Singapore 542187",1.3941134,103.9058311,5.0,13,,8323 4262,yoga_studio,"Sengkang, Singapore",Fitness Studio,PUNGGOL,10475.132530236871,51758.0,False,True,True,Local
The Senses Therapy,ChIJO41ueHgZ2jERmN9OxK3ewbs,"Hillview Rise, Singapore 667982",1.3647216,103.7639862,4.9,200,https://thesensestherapy.co/,8837 9715,yoga_studio,"Bukit Batok, Singapore",Fitness Studio,BUKIT PANJANG,10223.16462037638,38525.0,True,True,True,Local
Anne's Yoga Services,ChIJbzuAt8AR2jERuY2Lzt6cvCc,"441B Bukit Batok West Ave. 8, #13, Singapore 652441",1.3561347,103.7387117,5.0,8,https://www.charmelement.net/,8526 5686,yoga_studio,"Bukit Batok, Singapore",Fitness Studio,TENGAH,0.0,0.0,True,True,True,Local
Vethathiri Maharishi Simplified Kundalini Yoga Society,ChIJcYq0k4Aa2jER84eRykeVPw8,"21B Clementi Cres, Singapore 599526",1.3238538,103.7741634,5.0,1,,6336 6316,yoga_studio,"Clementi, Singapore",Fitness Studio,CLEMENTI,11191.556927093045,26815.0,False,True,True,Local
PY Clementi moved to Westgate Office tower @ Jurong point MRT,ChIJITWvIrkb2jERf-M9XEXjn74,"Clementi Ave 3, #01-195 Blk 446, Singapore 120446",1.3126088,103.7649879,4.7,46,http://www.platinumyoga.com/,6970 7538,yoga_studio,"Clementi, Singapore",Fitness Studio,CLEMENTI,11191.556927093045,26815.0,True,True,True,Local
Nithya Priyan School of Yoga - Anchorpoint,ChIJz_VlH7gb2jERXZ2gZkSlYZc,"370 Alexandra Rd, B1-36/37 Anchorpoint, Singapore 159953",1.2882835,103.8047615,5.0,76,https://priyan.yoga/,9487 1783,yoga_studio,"Queenstown, Singapore",Fitness Studio,QUEENSTOWN,10724.055500982318,28504.0,True,True,True,Local
Abhyasa Home Yoga,ChIJ3bFe0uUb2jERwHI9fXS8tqI,"9 Holland Ave, Singapore 272009",1.3074653,103.794866,5.0,5,https://www.instagram.com/abhyasahomeyoga/,,yoga_studio,"Queenstown, Singapore",Fitness Studio,QUEENSTOWN,10724.055500982318,28504.0,True,False,True,Local
Singapore Yoga Alliance,ChIJZ08JF70b2jER2llpN3nZH7Y,"4 Jln Mat Jambol, Singapore 119555",1.2767207,103.7914561,0.0,0,https://singaporeyogaalliance.com/,9621 4707,yoga_studio,"Queenstown, Singapore",Fitness Studio,QUEENSTOWN,10724.055500982318,28504.0,True,True,False,Local
Centred Space (formerly Tera Luna Yoga),ChIJEUCcRKob2jERgrHUVXnCFQM,"94 Havelock Rd, Havelock Heights, Singapore 160094",1.2882321,103.8332336,4.9,42,http://www.centredspace.co/,,yoga_studio,"Redhill, Singapore",Fitness Studio,SINGAPORE RIVER,0.0,0.0,True,False,True,Local
"Lab Studios - Holland Village | Mat Pilates, Barre & Prenatal Workouts",ChIJCXXAzRUb2jERVqISSi-cDdw,"245A Holland Ave, #02-01, Singapore 278978",1.3110674,103.7956842,4.6,35,http://labstudios.com/,8261 1138,yoga_studio,"Redhill, Singapore",Fitness Studio,BUKIT TIMAH,15710.218884329815,20472.0,True,True,True,Local
Tirisula Yoga Pilates (Paya Lebar),ChIJieuxxj8Z2jER8ZY15wGA2XM,"789 Geylang Rd, #02-01, Singapore 389675",1.3151274,103.8917245,4.5,95,https://tirisulayoga.com/,8851 6153,yoga_studio,"Geylang, Singapore",Fitness Studio,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
Ananda Marga Yoga Society of Singapore,ChIJDQHH1qsi2jERIiIY5ykXfdA,"57 Geylang Bahru, #01-3497, Singapore 330057",1.323418,103.8693313,5.0,10,http://www.anandamarga.org.sg/,8772 4779,yoga_studio,"Geylang, Singapore",Fitness Studio,KALLANG,10084.228177543,31046.0,True,True,True,Local
"Kindle Space - Prenatal, Postpartum, Yoga, Pilates, Wellness",ChIJ12PJCgAZ2jERjxdJSdoxU0c,"175A Joo Chiat Rd, Singapore 427446",1.3124012,103.9003539,5.0,76,https://kindlespace.sg/,8838 5297,yoga_studio,"Geylang, Singapore",Fitness Studio,MARINE PARADE,12828.006335837315,13179.0,True,True,True,Local
Arts and Movement Studio,ChIJk5u-E1MZ2jERm3SZXChajDY,"198 Geylang Rd, #05-03, Singapore 389263",1.3116895,103.8762067,0.0,0,,9853 7488,yoga_studio,"Geylang, Singapore",Fitness Studio,KALLANG,10084.228177543,31046.0,False,True,False,Local
Desert Roses Yoga Dance Paya Lebar 瑜伽舞蹈芽笼店,ChIJiab-lLIZ2jERpoc7A315c4A,"706A Geylang Rd, Singapore 389621",1.3147738,103.8910842,4.8,6,http://www.dryogadance.com/,9665 2368,yoga_studio,"Geylang, Singapore",Fitness Studio,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
"Inspire Mum & Baby (Bendemeer) - Birth, Prenatal and Postnatal Fitness, Swim & Therapy",ChIJBRSP9m4Z2jER69v_pKCcBuo,"1177 Serangoon Rd, #01-01, Singapore 328231",1.3260729,103.8663923,5.0,43,https://inspiremumbaby.com/,9234 1866,yoga_studio,"Potong Pasir, Singapore",Fitness Studio,TOA PAYOH,10071.888371896875,35569.0,True,True,True,Local
"Lab Studios - Joo Chiat | Pilates, Barre & Prenatal Workouts",ChIJk3l8Pu0Z2jERCpDElkCeqPw,"410a Joo Chiat Rd, Singapore 427636",1.3072147,103.9039048,4.5,72,https://labstudios.com/,8261 1138,yoga_studio,"Katong, Singapore",Fitness Studio,MARINE PARADE,12828.006335837315,13179.0,True,True,True,Local
"Union Yoga Ayurveda, Beauty World Branch",ChIJf2ba4l4Q2jERf8xciJa6s-w,"51 Chun Tin Road Mandarin Park Shop Houses, Singapore 599625",1.341741,103.772709,4.8,159,https://www.unionyogaayurveda.com.sg/,8321 6170,yoga_studio,"Pulau Ubin, Singapore",Fitness Studio,BUKIT BATOK,10063.376106008258,47468.0,True,True,True,Local
Eka Yoga Institute,ChIJfciUlwYa2jEREh9PWhaQmEs,"501 Bukit Timah Rd, Singapore 259760",1.3226734,103.8142876,0.0,0,https://ekayogainstitute.com/contact/,0467 083 750,yoga_studio,"Pulau Tekong Kechil, Singapore",Fitness Studio,TANGLIN,16323.82970252404,6656.0,True,True,False,Local
Today.Club,ChIJbcFQAAAZ2jERy6NRRKNHmGA,"155a Telok Ayer St, Singapore 068609",1.2804628,103.8476849,4.5,6,,,pilates studio,"Marina Bay, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,False,False,True,Local
Happy Pilates Club - Telok Ayer,ChIJS6b6AVUZ2jERU32mgWcGQ14,"175B Telok Ayer St, Level 3, Singapore 068623",1.2799906,103.8473469,5.0,17,https://happypilatesclub.com/,,pilates studio,"Marina Bay, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,False,True,Local
CARVE Pilates Studio,ChIJm-2Q3gcZ2jERyU-t_3ejFSU,"70 Shenton Wy, #09-03 Eon Shenton, Singapore 079118",1.273908,103.8462146,5.0,37,https://www.carvepilatesstudio.com/,8711 7893,pilates studio,"Marina Bay, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
The Flow Playground,ChIJc1tiGzwZ2jERy7XWucLPgjc,"Sago St, #12A B, Singapore 059014",1.2817308,103.8443013,5.0,42,https://www.theflowplayground.com/,,pilates studio,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,False,True,Local
Happy Pilates Club - Ann Siang,ChIJnxh8f5oZ2jER9qJlIP5FFaQ,"10A Ann Siang Hill, Level 2, Singapore 069789",1.2814135,103.8454703,5.0,32,http://www.happypilatesclub.com/,,pilates studio,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,False,True,Local
Lab Studios - Stanley Street | Pilates & Barre,ChIJAZ5T1AoZ2jERnfxwZ0-ePGk,"7B Stanley St, Singapore 068726",1.2800476,103.8478249,4.4,28,http://labstudios.com/,8261 1138,pilates studio,"Chinatown, Singapore",Fitness Studio,OUTRAM,9371.743688254664,5466.0,True,True,True,Local
Isabarre Studio,ChIJg-NS2CEZ2jERMyVj48kzfOk,"8 Selegie Rd, #01-11, Singapore 180008",1.3030749,103.8505429,5.0,15,https://isabarre.com/,,pilates studio,"Little India, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,False,True,Local
"HER Wellness Club | Pilates, Nutrition, Mental Wellness",ChIJT_74tkIZ2jERtGaT7WzvhNY,"123 Penang Rd, #07-13 Regency House, Singapore 238465",1.2994989,103.8418034,5.0,8,https://www.herwellnessclub.sg/,9853 9234,pilates studio,"Little India, Singapore",Fitness Studio,MUSEUM,0.0,0.0,True,True,True,Local
Eighteen Movement Studio,ChIJr9b8l3AZ2jERlVwbjrO5sCU,"406 Joo Chiat Pl, #02-23, Singapore 428084",1.3150694,103.9111187,4.9,31,https://studio18.sg/,8901 2294,pilates studio,"Bedok, Singapore",Fitness Studio,BEDOK,10710.615373350993,78532.0,True,True,True,Local
Club Pilates (Katong),ChIJs6wFHgYZ2jERccMBEn-yg9o,"103 E Coast Rd, level 2, Singapore 428797",1.3057312,103.904374,4.8,291,https://clubpilates.com.sg/,8129 6602,pilates studio,"Bedok, Singapore",Fitness Studio,MARINE PARADE,12828.006335837315,13179.0,True,True,True,Local
PERSONAL TRAINING WITH AIDAH,ChIJ10vavxwZ2jERoM4ovhTI-dI,"22 Choa Chu Kang Grove, Sol acres, Singapore 688213",1.3764054,103.7494583,5.0,11,,8222 8829,pilates studio,"Woodlands, Singapore",Fitness Studio,CHOA CHU KANG,10535.758835482462,52657.0,False,True,True,Local
HaloMeTime Pilates Reformer Home Studio Yishun Private 1: (Prenatal/Postnatal),ChIJMRk-AGgV2jER9AdjM5IiDhA,"475A Yishun Street 44, Melody Spring, Singapore 761475",1.4270733,103.8539405,4.9,17,https://halometime.sg/,9109 3269,pilates studio,"Yishun, Singapore",Fitness Studio,SIMPANG,0.0,0.0,True,True,True,Local
WOW FiT Club Toa Payoh,ChIJdTVgy2AX2jERd9AaaPFu3Ww,"Lor 6 Toa Payoh, Singapore 319393",1.3309627,103.8468009,0.0,0,https://pcn.nparks.gov.sg/the-pcn-experience/glossary/,9631 6042,pilates studio,"Toa Payoh, Singapore",Fitness Studio,NOVENA,12399.320787338742,15038.0,True,True,False,Local
Peak Performance Private Pilates,ChIJ12ZBCQAb2jERYQxKXwxVIb8,"9 One-North Gtwy, #1-39 One North Residences, Shops 138643",1.3017418,103.7900122,5.0,8,https://www.peakperformance.com.sg/,6719 1126,pilates studio,"Queenstown, Singapore",Fitness Studio,QUEENSTOWN,10724.055500982318,28504.0,True,True,True,Local
