name,place_id,formatted_address,latitude,longitude,rating,user_ratings_total,website,phone_number,search_query,search_location
Anytime Fitness Bukit Timah Central,ChIJU5AB6_sb2jERZXpNUjEz7Fk,"559 Bukit Timah Rd, #B1-01 King’s Arcade, Singapore 269695",1.3233285,103.8108037,4.9,958,https://www.anytimefitness.sg/gyms/SG-0138/bukit-timah-central-singapore-588179/,8855 0506,fitness_center,Singapore
24/7 FITNESS Orchard,ChIJTWMrtuUZ2jERhqIZEoDAXN8,"9 Scotts Rd, #04-01 Pacific Plaza, Singapore 228210",1.3065981,103.8320871,4.7,123,https://sg.247.fitness/,8824 7898,fitness_center,Singapore
Anytime Fitness Balmoral,ChIJKc_F7UIZ2jERNL33prV3aC0,"32 Stevens Rd, #02-01 Above Pine Club Mercure Hotel at Stevens, Singapore 258892",1.314059,103.8276982,4.6,40,https://www.anytimefitness.sg/gyms/sg-0160/tanglin-holland-central-singapore-257878/,8053 3128,fitness_center,Singapore
Apex Fitness,ChIJ33STyGQb2jER3ZgAIiu9_Xg,"36 Jln Rumah Tinggi, #01-447, Singapore 150036",1.288588,103.8089019,4.8,16,http://www.apexfitsg.com/,,fitness_center,Singapore
Platinum Fitness Tanglin,ChIJlVGrEIkZ2jERe2pt75WsXbo,"163 Tanglin Rd, #02-118 Tanglin Mall, Singapore 247933",1.304622,103.8240274,4.8,37,http://www.platinumfitness.sg/,8447 6334,fitness_center,Singapore
Anytime Fitness Buona Vista,ChIJS1v-9jQb2jER7XzNEUFv8uM,"11 Biopolis Wy, #01-04/05/06/07 Helios, Singapore 138667",1.3045201,103.7916515,4.9,836,https://www.anytimefitness.sg/gyms/sg-0107/buona-vista-south-west/,8088 7114,fitness_center,Singapore
MSFIT 24HR Women's Gym,ChIJT6VbTyIZ2jER9figFV12I8g,"139 Cecil St, #07-01, Singapore 069539",1.2795422,103.8484516,4.6,130,http://www.msfit.sg/,8322 2917,fitness_center,Singapore
SALT Fitness,ChIJyY5PXZEb2jER-Q9ZLU8AjLM,"7 Lock Rd, #01-13, Singapore 108935",1.2776911,103.8045064,5.0,22,https://saltfitness.sg/,,fitness_center,Singapore
Platinum Fitness Robertson Quay,ChIJt17IZfAZ2jERi0QXQ5Cc3tM,"22 Martin Rd, #04-01, Singapore 239058",1.2918612,103.8384272,4.9,40,http://www.platinumfitness.sg/,9065 9660,fitness_center,Singapore
Anytime Fitness Wheelock Place,ChIJ6Q4X_wsZ2jERV-VwtNekUP8,"501 Orchard Rd, #05-13/14, Singapore 238880",1.3047411,103.8305926,4.8,192,https://www.anytimefitness.sg/gyms/sg-0129/wheelock-place-central-singapore-238880/,8512 0878,fitness_center,Singapore
Anytime Fitness New Queensway,ChIJmyXGStsb2jERX8p7UC1pTuo,"Queensway, #03-52, 149053 Queensway Shopping Centre, Singapore 149053",1.287777,103.803474,4.8,284,https://www.anytimefitness.sg/gyms/sg-0155/queenstown-central-singapore-149053/,8588 1614,fitness_center,Singapore
Anytime Fitness Orchard,ChIJc7mnJ00Z2jERLLHq2lX62iI,"277 Orchard Rd, #04-01 Orchard, Singapore 238858",1.3012419,103.8389883,4.7,911,https://www.anytimefitness.sg/gyms/sg-0120/singapore-central-singapore-238858/,8816 8855,fitness_center,Singapore
Anytime Fitness Holland Village,ChIJOUQpUCgb2jEROLeYI28anBo,"31A Lor Mambong, Singapore 277689",1.3116106,103.7943913,4.4,140,https://www.anytimefitness.sg/gyms/sg-0100/holland-village-central-singapore-277689/,8720 1736,fitness_center,Singapore
24/7 FITNESS Ulu Pandan CC,ChIJiRDRTzkb2jER0C2OYZQ3ie0,"170 Ghim Moh Rd, #01-05 Ulu Pandan Community Centre, Singapore 279621",1.3121007,103.7895052,4.9,41,https://sg.247.fitness/,9623 6027,fitness_center,Singapore
Fitness Corner,ChIJk2hG7Pob2jERr6mzXuok4js,"8 Empress Rd, Block 8, Singapore 260008",1.3163137,103.8051558,4.0,1,,,fitness_center,Singapore
24/7 FITNESS The Cathay,ChIJqwtrLFkZ2jER3L0TfC2DG9w,"2 Handy Rd, #04-04 The Cathay, Singapore 229233",1.2993784,103.8478027,4.9,76,https://sg.247.fitness/,8824 7892,fitness_center,Singapore
ReFormd Personal Training Orchard,ChIJ2z5SK5cZ2jERUE_v3F4469A,"277 Orchard Road, Orchardgateway, #04-15, Singapore 238858",1.3006735,103.839378,5.0,523,http://reformd.co/,8812 8858,fitness_center,Singapore
MAX OUT Fitness Orchard,ChIJtQ5o9JQZ2jERC21iHEujAQE,"181 Orchard Rd, #06-25 Central, Orchard, Singapore 238896",1.3006242,103.8398658,4.8,235,http://www.maxoutfitness-sg.com/,9888 2682,fitness_center,Singapore
Anytime Fitness Stevens,ChIJCfLhS5MZ2jERa_MVstlFftI,"383 Bukit Timah Rd, #01-01 01-01, Singapore 259727",1.3195443,103.8274867,4.5,66,https://www.anytimefitness.sg/gyms/sg-0075/stevens-south-east/,9658 5676,fitness_center,Singapore
GoFit Great World,ChIJ2bh6tUg92jERdSyvkgo_Usk,"56A Zion Rd, Singapore 247781",1.2928503,103.8312456,4.9,196,https://gofitgreatworld.com/,9397 9516,fitness_center,Singapore
Ascend Fitness,ChIJdWzPBrkZ2jERB6qfKPzYKdI,"Basement 1, 1 Orchard Rd, YMCA, Singapore 238824",1.2975672,103.8480065,4.5,44,http://ascendfitness-sg.com/,,fitness_center,"Orchard Road, Singapore"
Hybrid Fitness,ChIJ47GNMs4Z2jERRjFpbKScECQ,"321 Orchard Rd, Orchard Shopping Centre, #04-01/02/05/06/07, Singapore 238866",1.3014691,103.8379038,4.9,84,http://hybridfitness.sg/,9754 2004,fitness_center,"Orchard Road, Singapore"
BFT Orchard,ChIJLeaRrlwZ2jERt70jijy3dek,"8 Grange Rd, #03-04, Singapore 239695",1.301527,103.8363441,4.7,73,https://bodyfittraining.com/club/Orchard?utm_source=extnet&utm_medium=search&utm_campaign=franchise_lead_gen,3138 6004,fitness_center,"Orchard Road, Singapore"
Fitness First - Paragon,ChIJFWHhL5IZ2jERopBfVCmG2bU,"290 Orchard Road #08-13, Lobby, C beside Versace and Zegna, Paragon, Singapore 238859",1.303408,103.8353432,4.3,505,https://www.fitnessfirst.com.sg/clubs/paragon?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,6713 9120,fitness_center,"Orchard Road, Singapore"
Barry's - Orchard Road,ChIJb8pk4hAZ2jERwvmCmjj_AJc,"218 Orchard Rd, Level 4 Gateway @ Emerald, Singapore 238851",1.301621,103.8387561,4.2,87,https://www.barrysbootcamp.com.au/studios/orchard-road/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Barrys%20Orchard%20Road&utm_term=plcid_5871846149141984709,8833 3218,fitness_center,"Orchard Road, Singapore"
Avante Gym & Yoga,ChIJ3xIk4yIZ2jERCC8XObYK-lQ,"176 Orchard Rd, #06-06/07 The Centrepoint, Singapore 238843",1.3019805,103.839695,4.8,250,https://www.avantegymyoga.com/,9365 6969,fitness_center,"Orchard Road, Singapore"
The Gym Pod @ Orchard Plaza,ChIJc2ft7SUZ2jERf1bav_pzhNU,"150 Orchard Rd, #03-34, Singapore 238841",1.3010249,103.8410995,4.1,8,,,fitness_center,"Orchard Road, Singapore"
SUMHIIT Orchardgateway,ChIJPWJuYTcZ2jERcMud7bhIW9k,"277 Orchard Rd, #02-11/12, Singapore 238858",1.3007382,103.8403098,4.9,37,https://www.sumhiit.com/sg/studio/orchard-gateway,9475 2681,fitness_center,"Orchard Road, Singapore"
PURE Fitness Ngee Ann City,ChIJrWLwHZIZ2jERm7Z5Zc5lx8s,"Level 8 Ngee Ann City Podium Block, 391 Orchard Road, Singapore 238872",1.3026565,103.8345677,4.1,354,https://www.pure-360.com.sg/en/fitness/,6100 8898,fitness_center,"Orchard Road, Singapore"
Athletic Collective Orchard,ChIJvcLD6IMb2jERqjygSjEkgJ8,"442 claymore connect, #03-01, Singapore 238879",1.307644,103.82854,5.0,179,https://www.theathleticcollective.com/,8798 6167,fitness_center,"Orchard Road, Singapore"
RAW Active Orchard: Power Plate Authorised Centre,ChIJDzSBsB8Z2jERFa3BtMhhDDU,"400 Orchard Rd, Singapore 238875",1.3069439,103.8291434,5.0,1,https://rawactivesg.com/,8839 5147,fitness_center,"Orchard Road, Singapore"
UFIT Clinic Orchard,ChIJQZDzzT0Z2jERmq4O6ULYHNw,"181 Orchard Road, #06-11 Orchard Central, Singapore 238896",1.300826,103.8396785,5.0,81,https://www.ufit.com.sg/locations/orchard,9170 2591,fitness_center,"Orchard Road, Singapore"
Ultimate Performance Personal Trainers Singapore Orchard,ChIJS01d4JoZ2jEReHz9Mt6zExU,"Orchard Rd, B1, 360 International Building, Singapore 238869",1.3061653,103.8310002,5.0,174,https://ultimateperformance.com/personal-trainer/singapore/singapore-orchard/?utm_source=google+business&utm_medium=organic&utm_campaign=gmb+singapore+orchard,6235 3738,fitness_center,"Orchard Road, Singapore"
REVOLT,ChIJwf_PAVkZ2jER_0WI-Nc8QyU,"2 Marina Blvd, #02-01 The Sail at Marina Bay, Singapore 018987",1.2812828,103.8528639,5.0,884,http://www.revoltgym.com/,8792 0766,fitness_center,"Marina Bay, Singapore"
Where Mind & Body Connect,ChIJDRbK4YAZ2jERdbNvYwNDHww,"Level 56 SkyPark Observation Deck, Hotel Tower 3, Singapore 018956",1.285289,103.8611114,5.0,294,https://www.marinabaysands.com/campaign/wellness.html,6688 5533,fitness_center,"Marina Bay, Singapore"
NS Fit Promontory-Marina Bay,ChIJF4GRJgAZ2jERgxL08Az1FqE,"8 Marina Blvd, Singapore 018981",1.2805712,103.8548853,5.0,1,,,fitness_center,"Marina Bay, Singapore"
Wellness at Marina Bay Sands,ChIJo60tcB8Z2jERRprvOxXNYMk,"Level 56 SkyPark Observation Deck, Hotel Tower 3, Singapore 018956",1.282275,103.858322,5.0,1,https://www.marinabaysands.com/campaign/wellness.html,6688 5533,fitness_center,"Marina Bay, Singapore"
Virgin Active Marina One,ChIJVU5MpBEZ2jER7y4maf3pKX4,"7 Straits View, #02-01 Marina One East Tower, Singapore 018936",1.2779539,103.8527623,4.4,415,http://www.virginactive.com.sg/,6911 0320,fitness_center,"Marina Bay, Singapore"
CHIMPCHAMP FITNESS (MS),ChIJEXFK294Z2jERFiFUADCh0ok,"6 Raffles Blvd, #02-337/337A, Singapore 039594",1.2917989,103.8581629,4.9,83,https://www.chimpchampfitness.com/chimpchamp-marinasquare,,fitness_center,"Marina Bay, Singapore"
The District Training,ChIJr5QjefkZ2jERXKG9xkx_P98,"18 Marina Gardens Dr, Singapore 018953",1.2825914,103.8653547,5.0,1,http://www.thedistricttraining.com/,9649 4791,fitness_center,"Marina Bay, Singapore"
PURE Fitness Asia Square,ChIJ6Zgp8REZ2jER4siEfDg88rs,"8 Marina View, Level 6 Asia Square Tower 1, Singapore 018960",1.2784217,103.8514742,4.1,355,https://www.pure-360.com.sg/en/fitness/,6330 6949,fitness_center,"Marina Bay, Singapore"
True Fitness,ChIJg0PyuKgZ2jERUFjB7lG2Qnc,"9 Raffles Blvd, Singapore 039596",1.2927975,103.8598417,3.2,197,http://www.truefitness.com.sg/,6820 9000,fitness_center,"Marina Bay, Singapore"
Fitness First - One George Street,ChIJ-wGHnwsZ2jERgPyF2OTPPWo,"1 George St, #05-01 One George Street, Singapore 049145",1.2857175,103.8474951,4.4,347,https://www.fitnessfirst.com.sg/clubs/one-george-street?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,6713 9120,fitness_center,"Marina Bay, Singapore"
Fitness First - Bugis Junction,ChIJBzTql7oZ2jERA1rSkRXD1Oc,"200 Victoria Street #04-02 Bugis Junction, Singapore 188021",1.2991347,103.855363,4.3,400,https://www.fitnessfirst.com.sg/clubs/bugis-junction?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,6713 9120,fitness_center,"Marina Bay, Singapore"
Marina Bay Link Mall,ChIJHXaCig4Z2jER6U4Qy8aX7Co,"8A Marina Blvd, Singapore 018984",1.2795303,103.8543391,4.3,3723,http://www.marinabaylink.com.sg/,6634 0888,fitness_center,"Marina Bay, Singapore"
The Little Gym of Singapore East,ChIJt7a1YKgZ2jERkHV_z1Tbaxw,"6 Raffles Blvd, 164 Marina Square, #03-163, Singapore 039594",1.2920428,103.8565473,4.8,24,http://www.thelittlegym.com.sg/,6336 9734,fitness_center,"Marina Bay, Singapore"
Fitness First - Capital Tower,ChIJ_e6j_hIZ2jER5bhQD8cxDT8,"168 Robinson Rd, #09-01 Capital Tower, Singapore 068912",1.278047,103.8474288,4.4,184,https://www.fitnessfirst.com.sg/clubs/capital-tower?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,6713 9120,fitness_center,"Marina Bay, Singapore"
Banyan Tree Fitness Club,ChIJvQZ4PQQZ2jER18FYN1geEr0,"10 Bayfront Ave, Singapore 018956",1.2835866,103.8607134,4.1,41,https://www.marinabaysands.com/hotel/amenities/banyan-tree-fitness-club.html/?utm_source=google&utm_medium=GMB&utm_campaign=banyan_tree_fitness_info_main,6688 5533,fitness_center,"Marina Bay, Singapore"
Fitness First Marina Bay Financial Centre (MBFC),ChIJn00S4A8Z2jERsi0avWvjdKE,"12 Marina Boulevard #16-03/4, Tower, #3 Marina Bay Financial Centre, Singapore 018982",1.2791411,103.8545805,4.4,37,,6536 2373,fitness_center,"Marina Bay, Singapore"
PEAK Gym Singapore,ChIJk4wvlw0Z2jER-AorSI0YA34,"105 Cecil St, #08-01, Singapore 069534",1.2806884,103.8492068,5.0,89,http://www.peakgym.org/,9271 2102,fitness_center,"Chinatown, Singapore"
Anytime Fitness Upper Cross Street,ChIJy0KJ3-8Z2jERhxE3MUKa7p4,"531 Upper Cross Street #01-07, Hong Lim Complex, Singapore 050531",1.2840384,103.845879,3.6,140,https://anytimefitness.sg/gyms/SG-0042/singapore-south-east-050531,9859 4392,fitness_center,"Chinatown, Singapore"
Van Lee Fitness,ChIJwzJofG0Z2jERnEu21amud0w,"Pagoda St, 60B, Singapore 059219",1.2834213,103.844263,4.9,167,http://www.vanleefitness.com.sg/,9227 5426,fitness_center,"Chinatown, Singapore"
Anytime Fitness Havelock Outram,ChIJJyOThiMZ2jER9H-usPsO2g0,"405 Havelock Rd, #02-02, Singapore 169633",1.2878756,103.8362191,4.9,591,https://www.anytimefitness.sg/gyms/sg-0133/havelock-outram-south-east-169633/,8855 6026,fitness_center,"Chinatown, Singapore"
SG Pilates Chinatown,ChIJDxcRWC0Z2jERwpFTWthyGfg,"35B Pagoda St, Singapore 059194",1.28306,103.844796,4.9,45,,9053 8637,fitness_center,"Chinatown, Singapore"
Level 3 Fitness Studio,ChIJo6ouxhkZ2jERXeJqXoVkA9o,"11B Teo Hong Rd, Singapore 088326",1.2800863,103.8407698,4.9,28,http://www.level3fitness.sg/,,fitness_center,"Chinatown, Singapore"
UFIT CBD Hub - Club Street,ChIJ7_pADQ0Z2jERo9Kux8Y9MSs,"21 Club St, #01-01, Singapore 069410",1.2824769,103.8466987,4.9,445,https://www.ufit.com.sg/locations/clubstreet,6225 5059,fitness_center,"Chinatown, Singapore"
Limitless Performance Gym,ChIJ1WwwVU4Z2jER7gOg-3e_RQc,"5 Kadayanallur St, #02-05, Singapore 069183",1.2803768,103.8452046,4.7,19,https://www.limitless-wellness.com/,8820 7715,fitness_center,"Chinatown, Singapore"
THE LIONS DEN,ChIJq1RE3bcZ2jER30wF87WEr8s,"36 Robinson Rd, B1-02 City House, Singapore 068877",1.2813463,103.8499435,5.0,36,http://thelionsden.fitness/,8874 2981,fitness_center,"Chinatown, Singapore"
Platinum Fitness Tanjong Pagar,ChIJHz4SbiUZ2jERfBBPnxyuVtw,"6A Shenton Wy, B1-04 OUE Downtown Gallery 2, Singapore 068815",1.278162,103.8492665,4.4,67,https://www.platinumfitness.sg/,8399 9221,fitness_center,"Chinatown, Singapore"
Fitness Space,ChIJ2QeQKW0Z2jERaVzJ3oPLv14,"73 Tras St, Singapore 079012",1.27751,103.8443596,5.0,1,,6226 3632,fitness_center,"Chinatown, Singapore"
Virgin Active Tanjong Pagar,ChIJVRohFxMZ2jERTEDZvr2ZecY,"1 Wallich St, #06-01, Singapore 078881",1.2764491,103.8458497,4.1,508,http://virginactive.com.sg/,6908 8920,fitness_center,"Chinatown, Singapore"
Physique 900 Fitness Club,ChIJVZ5cmI0Z2jERIyq83y79pSo,"83 Keong Saik Rd., #03-01, Singapore 089168",1.282103,103.8423296,5.0,7,http://www.physique900.com/,8389 1900,fitness_center,"Chinatown, Singapore"
Anytime Fitness Cantonment Road,ChIJH3EMWAkZ2jERdNsgqOe8_VA,"17 Cantonment Rd, Singapore 089740",1.279172,103.84017,4.1,81,https://www.anytimefitness.sg/gyms/sg-0068/cantonment-road-south-west/,9386 6950,fitness_center,"Chinatown, Singapore"
Studio One @ New Bridge Road,ChIJS0Bx0fcZ2jERIEeUayCasCk,"269A New Bridge Rd, Singapore 088747",1.2824576,103.8422921,5.0,4,,9002 5318,fitness_center,"Chinatown, Singapore"
Rx Performance | Functional Fitness Gym | Olympic Weightlifting,ChIJCfjq-JIZ2jER2PoGlrA0fAY,"331 New Bridge Rd, #01-04, Singapore 088764",1.2800351,103.8404514,4.9,21,http://rxperformance.sg/,8949 8760,fitness_center,"Chinatown, Singapore"
Anytime Fitness Tekka Place,ChIJwZLNS8IZ2jER0Fqut4yLW4c,"2 Serangoon Rd, #02-17/18/19/20/21, Singapore 218227",1.3050226,103.8514255,4.9,105,https://www.anytimefitness.sg/gyms/sg-0161/singapore-central-singapore-218227/,8030 9688,fitness_center,"Little India, Singapore"
Pulse Lab,ChIJUxigabEZ2jERky0f7My7bpo,"1 Aliwal St, Level 3 unit 1B, Singapore 199894",1.3017603,103.8613221,5.0,34,http://www.pulselab.sg/,6291 0242,fitness_center,"Kampong Glam, Singapore"
24XFITNESS Bugis,ChIJLzfa2boZ2jERY0VRmW_66x4,"112 Middle Rd, #02-00 Midland House, Singapore 188970",1.2990794,103.8537523,4.3,55,http://24xfitness.com.sg/,9828 3461,fitness_center,"Kampong Glam, Singapore"
Anytime Fitness Bugis,ChIJbYoKje4Z2jERjijPuh_1TSs,"51 Middle Rd, #03-01, #04-01, Singapore 188959",1.2972901,103.8552318,4.7,937,https://www.anytimefitness.sg/gyms/sg-0097/bugis-central-singapore/,8855 0608,fitness_center,"Kampong Glam, Singapore"
Gold's Gym Personal Training - Bugis,ChIJEU_-aaUZ2jERfUAFODEKcaY,"21 Bali Ln, Singapore 189857",1.3009203,103.8586299,4.8,11,http://www.goldsgym.com.sg/,8153 7888,fitness_center,"Kampong Glam, Singapore"
The Gym Pod @ 462 Crawford Lane,ChIJ5XcEsYMZ2jER3dKGm0XULS8,"462 Crawford Ln, #01-49, Singapore 190462",1.3044679,103.861098,3.9,20,,,fitness_center,"Kampong Glam, Singapore"
GoFit City Hall,ChIJT2uEFhkZ2jERm8knjrb40Ao,"11 Beach Rd, #01-02 Crasco Building, Singapore 189675",1.2954054,103.8551243,4.5,35,https://www.gofit-gym.com/cityhall,8312 3345,fitness_center,"Kampong Glam, Singapore"
Fab Fit Dance Sg,ChIJkxfmcm4Z2jERAyM-eCbLyDk,"753 North Bridge Road, Jln Kledek, #02-01 enter thru, Singapore 198721",1.303365,103.8592096,5.0,3,http://www.fabfitdancesg.com/,9770 6014,fitness_center,"Kampong Glam, Singapore"
Fire City,ChIJOxaXfMkZ2jERdh6-DJBL7ps,"51 Kampong Bugis, #01-06, Singapore 338986",1.3073814,103.8671708,4.6,44,http://www.thefirecity.com/,9113 8587,fitness_center,"Kampong Glam, Singapore"
JR Fitness Singapore (Bras Basah),ChIJT9QyeVYZ2jERFZE6Vr4WX8U,"261 Waterloo St, #02-14 Bugis, Singapore 180261",1.2989163,103.8519697,4.8,16,https://www.jrfitness.com.sg/,6909 5382,fitness_center,"Kampong Glam, Singapore"
Kampong Glam Community Club,ChIJq6qqcrEZ2jERtJYskj9TJiA,"385 Beach Rd, Singapore 199581",1.3029472,103.8635062,4.1,361,https://www.onepa.gov.sg/cc/kampong-glam-cc,6295 0741,fitness_center,"Kampong Glam, Singapore"
UFIT City Hall,ChIJhQ0Vzn8Z2jERdCK7t-zSDoA,"80 Bras Basah Rd, Level 8 Fairmont Hotel, Singapore 189560",1.293396,103.8534619,5.0,97,https://www.ufit.com.sg/locations/city-hall,,fitness_center,"Kampong Glam, Singapore"
Anytime Fitness City Hall,ChIJo709LAAZ2jERCODapHFCgR8,"1 Raffles Link, B1-47 CityLink Mall, Singapore 039393",1.292519,103.8544045,4.3,131,https://www.anytimefitness.sg/gyms/sg-0142/north-bridge-north-east-179100/,8733 6430,fitness_center,"Kampong Glam, Singapore"
TFX Fitness - Funan,ChIJN9e8dBwZ2jERnz1rS0T8WG8,"107 N Bridge Rd, #04-18 Funan, Singapore 179105",1.2914206,103.8498227,3.8,227,,6690 2388,fitness_center,"Kampong Glam, Singapore"
TFX Fitness - Millenia Walk,ChIJWfaLTJoZ2jERXYyUHeMw_Uw,"9 Raffles Blvd, #02 - 63, Singapore 039596",1.2935982,103.8596381,3.6,107,https://tfx.sg/,6820 9000,fitness_center,"Kampong Glam, Singapore"
TFX Fitness - CIMB Plaza,ChIJ-bLIA4UZ2jERHirBRiJCZWw,"30 Raffles Pl, B2-01 CIMB Plaza, Singapore 048622",1.2841089,103.852015,4.4,91,https://tfx.sg/,6438 3000,fitness_center,"Kampong Glam, Singapore"
Platinum Fitness Raffles Place,ChIJbb6U5B0Z2jERny2AdZcF2oc,"50 Raffles Pl, #02-05 Singapore Land Tower, Singapore 048623",1.2847487,103.8519923,4.9,8,https://www.platinumfitness.sg/,8181 7334,fitness_center,"Kampong Glam, Singapore"
CrossFit Kampung,ChIJ4cAxvGIZ2jER86NKOHjesCk,"26 Opal Cres, Singapore 328420",1.3281209,103.8669369,4.9,58,https://www.thekampunggym.com/,9635 0691,fitness_center,"Kampong Glam, Singapore"
24/7 Fitness Tampines North CC,ChIJISrh04w92jERLWPeVSEXrhU,"2 Tampines Street 41, #03-01 Tampines North Community Club, Singapore 529204",1.3572742,103.9466728,5.0,276,https://www.instagram.com/247fitness_tampinesnorthcc/,8892 2255,fitness_center,"Tampines, Singapore"
Anytime Fitness Tampines Grande,ChIJHe79HGc92jER59RrJhPT9nw,"7 Tampines Grande, #01-02/03/04/05, Singapore 528736",1.3552028,103.94154,4.1,59,https://www.anytimefitness.sg/gyms/sg-0151/tampines-south-east-528736/,8897 4673,fitness_center,"Tampines, Singapore"
Anytime Fitness Tampines Central,ChIJkx67ZFk92jERajUJMQTq7yg,"866A Tampines Street 83, #03-10 Central Community Complex, Singapore 521866",1.3553724,103.9344296,4.4,67,https://www.anytimefitness.sg/gyms/sg-0039/singapore-north-east-521866/,9623 2183,fitness_center,"Tampines, Singapore"
Homeground Gym Tampines,ChIJm3vMKls92jERql2j27l26iQ,"476 Tampines Street 44, #01-169, Singapore 520476",1.3606285,103.9536992,4.7,137,http://www.homegroundgym.com/tampines,9867 9289,fitness_center,"Tampines, Singapore"
BFT Tampines Central,ChIJWUUWCA492jERLJXhGKG_0jY,"9 Tampines Grande, Asia Green #01-15, Singapore 528735",1.3557701,103.9414999,4.9,57,https://bodyfittraining.com/,8128 9064,fitness_center,"Tampines, Singapore"
BFT Tampines West,ChIJk551_rQ92jER23WdyDP6nCA,"6 Tampines Street 92, #02-06 yo:HA, Singapore 528893",1.3434187,103.9415563,5.0,113,http://bft.studio/tampineswest/gmb,8022 6221,fitness_center,"Tampines, Singapore"
Tampines ActiveSG Gym,ChIJAwBAjw092jERKTsnmTemDJU,"1 Tampines Walk, #07-31, Singapore 528523",1.3536977,103.9407675,3.7,236,https://www.activesgcircle.gov.sg/facilities/tampines-activesg-gym,6385 3718,fitness_center,"Tampines, Singapore"
Fitness First - Tampines (CPF building),ChIJV1VV7RE92jER8ASeTYkCiKc,"1 Tampines Central #04-01 & #05-01, CPF Tampines Building, Singapore 529508",1.3530306,103.9437137,4.6,536,https://www.fitnessfirst.com.sg/clubs/tampines-cpf-building?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,6713 9120,fitness_center,"Tampines, Singapore"
Anytime Fitness Tampines,ChIJJ6RycA092jERhrzRHMJKfpU,"506 Tampines Central 1, #03-361, Singapore 520506",1.3561472,103.945877,4.7,365,https://www.anytimefitness.sg/tampines,9865 1970,fitness_center,"Tampines, Singapore"
BFT Tampines East,ChIJp5rim0092jERin8vUxaHXgM,"484 Tampines Street 43, #01-224, N 4 Neighbourhood Centre, Singapore 520484",1.361917,103.9528879,4.9,22,https://www.bft.studio/tampineseast/trial/,8157 0151,fitness_center,"Tampines, Singapore"
Anytime Fitness,ChIJs-_B1-492jER30H1zKMHqBo,"Tampines West Community Club, 5 Tampines Ave 3, #2F, Singapore 529705",1.3488129,103.9357439,4.2,1345,https://anytimefitness.sg/gyms/SG-0045/singapore-south-east-529705,8186 7478,fitness_center,"Tampines, Singapore"
Contours Express Women's Gym Tampines,ChIJR0ZbQxs92jERhGbbRYWAma4,"201E Tampines St 23, #04-96, Singapore 527201",1.3530993,103.9542185,4.8,88,http://www.contoursexpress.com.sg/,6782 8781,fitness_center,"Tampines, Singapore"
Just Jym Tampines West,ChIJ7agLIbE92jERdM5fnY20ObE,"823 Tampines Street 81, #02-00, Singapore 520823",1.3486689,103.934117,4.3,53,https://www.justjym.sg/,8157 1181,fitness_center,"Tampines, Singapore"
REVL Training Tampines,ChIJjQj-PHs92jERw4ygLqMwgwU,"6 Tampines Street 92, #01-05, Singapore 528893",1.343048,103.9415978,5.0,25,https://revltraining.sg/locations/tampines/,8066 9502,fitness_center,"Tampines, Singapore"
True Fitness,ChIJCQAZShI92jERwIwnFxAxhqM,"300 Tampines Ave 5, #08-01/04 NTUC Income, Singapore 529653",1.3523955,103.9419326,4.0,335,http://www.truefitness.com.sg/,6788 9555,fitness_center,"Tampines, Singapore"
Amore Fitness & Define Tampines 1,ChIJHwAAsA492jER2ZxCQaptUv8,"10 Tampines Central 1, #05 – 18, Singapore 529536",1.3542959,103.9449969,4.5,87,http://www.amorefitness.com/,6789 8822,fitness_center,"Tampines, Singapore"
24/7 FITNESS Tampines Hub,ChIJHzKQbeo92jERq9FqZwXXaYA,"1 Tampines Walk, #03-03/04 Tampines Hub, Singapore 528523",1.3527822,103.9396258,0.0,0,https://sg.247.fitness/,8824 7894,fitness_center,"Tampines, Singapore"
Anytime Fitness,ChIJt3FaVB092jERTrNzmlYINmo,"9 Tampines Street 32, #02-01 Tampines Mart, Singapore 529286",1.3542731,103.9602894,4.6,103,https://www.anytimefitness.sg/gyms/sg-0025/singapore-south-east-529286/,9017 3533,fitness_center,"Tampines, Singapore"
Dennis gym yoha tampines,ChIJm74hpFo92jER1B39coBPk2A,"6 Tampines Street 92, #03-04, Singapore 528893",1.3431688,103.9418697,4.9,59,http://www.dennisgym.net/,9005 3504,fitness_center,"Tampines, Singapore"
Anytime Fitness Changi,ChIJvytALvc92jERoTouSnFv5Ws,"5 Changi Business Park Central 1, #02-01, Singapore 486038",1.3344356,103.9630524,4.8,92,https://www.anytimefitness.sg/gyms/sg-0130/upper-changi-north-east-486038/,8686 6181,fitness_center,"Tampines, Singapore"
Anytime Fitness Bedok 200 North Ave 1,ChIJq1pQJwA92jERQPwlQsdd0TI,"200 Bedok North Ave 1, Singapore 469752",1.3274949,103.9272198,4.5,2,,8031 1558,fitness_center,"Bedok, Singapore"
Anytime Fitness 537 Bedok North,ChIJc7BgBKg92jERhNEATg84Hl4,"Blk 537 Bedok North Street 3, #01-555, Singapore 460537",1.3317302,103.9240089,4.8,77,https://www.anytimefitness.sg/gyms/sg-0150/bedok-south-east-460537/,9826 5008,fitness_center,"Bedok, Singapore"
