name,place_id,formatted_address,latitude,longitude,rating,user_ratings_total,website,phone_number,search_query,search_location,category,planning_area,weighted_average_income,total_households,has_website,has_phone,has_rating,search_coverage
Kampong Glam Community Club,ChIJq6qqcrEZ2jERtJYskj9TJiA,"385 Beach Rd, Singapore 199581",1.3029472,103.8635062,4.1,361,https://www.onepa.gov.sg/cc/kampong-glam-cc,6295 0741,fitness_center,"Kampong Glam, Singapore",Fitness Studio,KALLANG,10084.228177543,31046.0,True,True,True,Local
Fitness Corner in Bedok Reservoir Park South,ChIJR48acgA92jERbh5wpsizD6E,"739A Bedok Reservoir Rd, Singapore 471739",1.3393125,103.9228299,4.3,3,,,fitness_center,"Bedok, Singapore",Fitness Studio,PAYA LEBAR,0.0,0.0,False,False,True,Local
The Gym Pod @ Bedok Reservoir Park,ChIJWTMBhOA92jERTHuUejWSkNI,"Bedok Reservoir Rd, Singapore",1.3393082,103.9338867,5.0,3,,,fitness_center,"Bedok, Singapore",Fitness Studio,BEDOK,10710.615373350993,78532.0,False,False,True,Local
Fitness Corner in Bedok Reservoir Park East,ChIJZ4JgYwA92jERJ6PG_B1daTE,"760 Bedok Reservoir Rd, Singapore 479245",1.33997,103.933466,4.0,1,,,fitness_center,"Bedok, Singapore",Fitness Studio,BEDOK,10710.615373350993,78532.0,False,False,True,Local
Bedok Community Centre,ChIJbfCQErUi2jERUUI_vMAxZ5g,"850 New Upper Changi Rd, Singapore 467352",1.3243238,103.9359818,4.2,1414,,6442 5317,fitness_center,"Bedok, Singapore",Fitness Studio,BEDOK,10710.615373350993,78532.0,False,True,True,Local
Pasir Ris Town Park Fitness Corner,ChIJo0t1ZdA92jERoUkkTDIOs2A,"422 Pasir Ris Drive 6, Block 423, Singapore 510422",1.3707225,103.9536097,4.3,3,,,fitness_center,"Pasir Ris, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,False,False,True,Local
The Gym Pod @ Pasir Ris Park Carpark A,ChIJOQDqGgA92jERg6V4a9K1SIE,"159W Jln. Loyang Besar, Singapore 507020",1.3807727,103.9601327,4.0,1,https://www.thegympod.com/,,fitness_center,"Pasir Ris, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,True,False,True,Local
Fitness Corner in Turnhouse Park,ChIJK3KBCwA92jERhpIu7-39CIw,"Turnhouse Rd, Singapore",1.3901682,103.9792825,5.0,1,,,fitness_center,"Changi, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,False,False,True,Local
F45 Training Changi Business Park,ChIJKekcXtc82jERFY0HNk-63Vw,"51 Changi Business Park Central 2, #02-01 The Signature, Singapore 486066",1.3351434,103.9652389,4.7,38,https://f45training.sg/ChangiBusinessPark/,8338 5581,fitness_center,"Changi, Singapore",Fitness Studio,TAMPINES,10327.216990999425,72662.0,True,True,True,Local
Woodlands Sports Centre (ActiveSG),ChIJV5hnA6wT2jERqD4CwNu0SpM,"2 Woodlands Street 12, Singapore 738599",1.434104,103.779798,4.1,2049,https://www.activesgcircle.gov.sg/facilities/woodlands-sport-centre,6269 4192,fitness_center,"Woodlands, Singapore",Fitness Studio,WOODLANDS,9184.241848443537,70416.0,True,True,True,Local
The Gym Pod @ Marsiling Park,ChIJaQpX7ckT2jER86UED9mfDDk,"Woodlands Centre Rd, Singapore 732006",1.4377883,103.7710263,3.9,8,http://thegympod.com/,,fitness_center,"Woodlands, Singapore",Fitness Studio,WOODLANDS,9184.241848443537,70416.0,True,False,True,Local
Sembawang Park Fitness Corner,ChIJDSl3wz0V2jERYpYUFD1goY0,"1200 Sembawang Rd, Singapore",1.4614426,103.8363931,5.0,2,,,fitness_center,"Sembawang, Singapore",Fitness Studio,SEMBAWANG,9856.022017546808,29749.0,False,False,True,Local
Sembawang Community Club,ChIJi3j7l5sU2jEROGUByFjhrSM,"117B Canberra Cres, #01-370, Singapore 752117",1.4514788,103.828856,4.1,446,http://go.gov.sg/sembcentral,6752 7212,fitness_center,"Sembawang, Singapore",Fitness Studio,SEMBAWANG,9856.022017546808,29749.0,True,True,True,Local
ActiveSG Sports Centre,ChIJTSDLM50U2jERQoCxNiUI-VY,"21 Canberra Link, Singapore 756973",1.4488628,103.8236134,0.0,0,https://www.activesgcircle.gov.sg/facilities?page=1&type=1,6374 5342,fitness_center,"Sembawang, Singapore",Fitness Studio,SEMBAWANG,9856.022017546808,29749.0,True,True,False,Local
The Gym Pod @ Yishun Neighbourhood Park,ChIJISJXatQV2jER5v2IFLlISfM,"Yishun Ave 2, Ave, 7 and St, #22, Singapore 752106",1.4376839,103.8360082,3.8,11,https://www.thegympod.com/gym-near-me-yishun-neighbourhood-park/,,fitness_center,"Yishun, Singapore",Fitness Studio,SIMPANG,0.0,0.0,True,False,True,Local
ActiveSG Sports Centre,ChIJ7RoekQ8U2jERDK4JtndMOWY,"101 Yishun Ave 1, Singapore 769130",1.411809,103.831229,5.0,1,https://www.activesgcircle.gov.sg/facilities?page=1&type=1,6756 7416,fitness_center,"Yishun, Singapore",Fitness Studio,YISHUN,9019.018663760686,65153.0,True,True,True,Local
ActiveSG Gym @ Ang Mo Kio Community Centre,ChIJTV3-1LwX2jER_FUr4igueLo,"795 Ang Mo Kio Ave 1, Singapore 569976",1.3668825,103.8406405,4.1,123,https://www.myactivesg.com/Facilities/activesg-gym-at-ang-mo-kio-community-centre,6261 0776,fitness_center,"Ang Mo Kio, Singapore",Fitness Studio,ANG MO KIO,9398.25493644068,47200.0,True,True,True,Local
The Gym Pod @ Bishan-AMK Park,ChIJty-R2PUX2jERsb0r9syDxV0,"Ang Mo Kio Ave 1, Singapore",1.3654277,103.8380219,4.7,10,http://www.thegympod.com/,,fitness_center,"Ang Mo Kio, Singapore",Fitness Studio,BISHAN,12483.410944381014,24524.0,True,False,True,Local
Ang Mo Kio Community Centre,ChIJezqw494W2jERiMgKkfS_nVc,"795 Ang Mo Kio Ave 1, Singapore 569976",1.3668579,103.8407909,4.1,387,https://www.onepa.gov.sg/cc/ang-mo-kio-cc,6452 9644,fitness_center,"Ang Mo Kio, Singapore",Fitness Studio,ANG MO KIO,9398.25493644068,47200.0,True,True,True,Local
Bishan ActiveSG Sports Centre,ChIJCX6pHhoX2jERDmIqgb3RhuY,"5 Bishan St 14, Singapore 579783",1.3555048,103.8509503,4.1,14,https://www.myactivesg.com/facilities/bishan-sports-centre,6352 6631,fitness_center,"Bishan, Singapore",Fitness Studio,BISHAN,12483.410944381014,24524.0,True,True,True,Local
Bishan Community Club,ChIJ____7xMX2jERWYaeX5Kpxcw,"51 Bishan St. 13, Singapore 579799",1.3497251,103.8507226,4.2,1597,https://www.onepa.gov.sg/cc/bishan-cc,6259 4720,fitness_center,"Bishan, Singapore",Fitness Studio,BISHAN,12483.410944381014,24524.0,True,True,True,Local
Fitness Corner in Toa Payoh Sensory Park,ChIJMTTjPwAX2jERL998MiG0240,"Lor. 5 Toa Payoh, Sensory Park, Singapore",1.3351958,103.8526939,0.0,0,,,fitness_center,"Toa Payoh, Singapore",Fitness Studio,TOA PAYOH,10071.888371896875,35569.0,False,False,False,Local
Anytime Fitness New Tech Park,ChIJvWfuPusX2jERTreLHhxIrJ4,"151 Lorong Chuan, #01-12, NTP+ 556741",1.3513487,103.8616302,4.8,276,https://www.anytimefitness.sg/gyms/sg-0062/new-tech-park-north-east-556741/,8874 1521,fitness_center,"Serangoon, Singapore",Fitness Studio,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Fitness Corner in Serangoon Community Park,ChIJqYuvCwAX2jER4dfdw5nUlS0,"Serangoon Ave 4, Block 211, Singapore 550211",1.3565006,103.8724046,5.0,1,,,fitness_center,"Serangoon, Singapore",Fitness Studio,SERANGOON,12015.227503718394,32272.0,False,False,True,Local
"Lab Studios - Serangoon Gardens | LabX, LabFormer",ChIJEURRi1QX2jERqQj1jRf97bs,"65A Serangoon Garden Way, Singapore 555961",1.3635104,103.865592,5.0,25,http://www.labstudios.com/,8261 1138,fitness_center,"Serangoon, Singapore",Fitness Studio,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Hougang Community Club,ChIJAQAASDUW2jERRfi8_uLQm-g,"35 Hougang Ave 3, Singapore 538840",1.364645,103.8923352,4.3,1105,,6282 8887,fitness_center,"Hougang, Singapore",Fitness Studio,HOUGANG,10153.063186096142,65133.0,False,True,True,Local
The Gym Pod @ Punggol Park,ChIJq_yTmHk92jERE_Zj5vbdNKU,"Hougang Ave 10, Singapore 538768",1.3775717,103.8973365,4.5,19,http://thegympod.com/,,fitness_center,"Punggol, Singapore",Fitness Studio,HOUGANG,10153.063186096142,65133.0,True,False,True,Local
Fitness Corner at Punggol Linear Park,ChIJX-abBAAV2jERR67clianPMU,"271C Punggol Walk, Singapore 823271",1.4037402,103.9012289,0.0,0,,,fitness_center,"Punggol, Singapore",Fitness Studio,PUNGGOL,10475.132530236871,51758.0,False,False,False,Local
Sengkang ActiveSG Sports Centre,ChIJ7UrY8HMW2jER3ouFYG5edII,"57 Anchorvale Rd, Singapore 544964",1.3967848,103.886901,4.3,2318,https://www.activesgcircle.gov.sg/facilities/sengkang-sport-centre,6315 3574,fitness_center,"Sengkang, Singapore",Fitness Studio,SENGKANG,10549.841220784238,72478.0,True,True,True,Local
ActiveSG Jurong East Sports Centre,ChIJ2XCvCiAQ2jERNcw38Db6v5w,"21 Jurong East Street 31, Singapore 609517",1.346998,103.729109,4.2,942,https://www.activesgcircle.gov.sg/facilities/jurong-east-sport-centre,6563 5052,fitness_center,"Jurong East, Singapore",Fitness Studio,TENGAH,0.0,0.0,True,True,True,Local
Jurong Lake Gardens ActiveSG Gym,ChIJxWwh6k4P2jERaDoN3Xy17JE,"30 Yuan Ching Rd, Singapore 618664",1.3304311,103.7254336,4.6,318,https://www.myactivesg.com/Facilities/jurong-lake-gardens-gym,6970 1619,fitness_center,"Jurong East, Singapore",Fitness Studio,JURONG WEST,9632.399985216842,74409.0,True,True,True,Local
The Gym Pod @ International Business Park Jurong East,ChIJzXmxSt0R2jERIreSLynTrgg,"3A International Business Park, Singapore 609935",1.3277403,103.7492819,4.0,5,https://www.thegympod.com/,,fitness_center,"Jurong East, Singapore",Fitness Studio,CLEMENTI,11191.556927093045,26815.0,True,False,True,Local
Jurong West ActiveSG Sports Centre,ChIJEwW7gpoP2jER4o0mrMTZddM,"20 Jurong West Street 93, Singapore 648965",1.3378059,103.6941925,4.3,1833,https://www.activesgcircle.gov.sg/facilities/jurong-west-sport-centre,6515 5332,fitness_center,"Jurong West, Singapore",Fitness Studio,JURONG WEST,9632.399985216842,74409.0,True,True,True,Local
Bukit Batok Nature Park Fitness Area,ChIJT5_ySkMQ2jERawE_ZgD67Ks,Singapore,1.349341,103.7635381,5.0,3,,,fitness_center,"Bukit Batok, Singapore",Fitness Studio,BUKIT BATOK,10063.376106008258,47468.0,False,False,True,Local
The Gym Pod (Bukit Gombak Park),ChIJtwOx0acR2jERONsHe_aRGSI,"Bukit Batok West Ave. 5, Bukit Gombak Park Community Garden, Singapore",1.3668925,103.7516629,5.0,4,http://thegympod.com/,,fitness_center,"Bukit Batok, Singapore",Fitness Studio,BUKIT BATOK,10063.376106008258,47468.0,True,False,True,Local
Zhenghua Park Fitness Corner,ChIJD5F219kR2jERXNlymwO64tA,"276 Bangkit Rd, Singapore 670276",1.3796774,103.7756833,5.0,2,,,fitness_center,"Bukit Panjang, Singapore",Fitness Studio,BUKIT PANJANG,10223.16462037638,38525.0,False,False,True,Local
Zhenghua Nature Park Fitness Corner,ChIJr1Hn3WgR2jERQRuDh19HDNM,"466 Segar Rd, Singapore 670466",1.3862154,103.773775,4.0,1,,,fitness_center,"Bukit Panjang, Singapore",Fitness Studio,BUKIT PANJANG,10223.16462037638,38525.0,False,False,True,Local
Bukit Panjang Community Club,ChIJJWt786YR2jERcIgIkdUxv_0,"8 Pending Rd, Singapore 678295",1.3765799,103.770559,4.1,936,https://m.facebook.com/bukitpanjangcc/,6506 0900,fitness_center,"Bukit Panjang, Singapore",Fitness Studio,BUKIT PANJANG,10223.16462037638,38525.0,True,True,True,Local
Senja-Cashew Community Club,ChIJs45bbr0R2jERwByR91EdWqw,"101 Bukit Panjang Rd, Singapore 679910",1.381403,103.764651,4.3,1238,https://www.onepa.gov.sg/cc/senja-cashew-cc,6219 4561,fitness_center,"Bukit Panjang, Singapore",Fitness Studio,CHOA CHU KANG,10535.758835482462,52657.0,True,True,True,Local
Choa Chu Kang ActiveSG Sports Centre,ChIJ_WX9ue0R2jER865IJyACAoc,"1 Choa Chu Kang Street 53, Singapore 689236",1.3910416,103.7481531,4.1,916,https://www.activesgcircle.gov.sg/facilities/choa-chu-kang-sport-centre,6767 1735,fitness_center,"Choa Chu Kang, Singapore",Fitness Studio,CHOA CHU KANG,10535.758835482462,52657.0,True,True,True,Local
Fitness Corner in Choa Chu Kang Park,ChIJ3YrxTAAR2jEROz7CUSlz10I,Singapore 688845,1.3877716,103.747519,5.0,1,,,fitness_center,"Choa Chu Kang, Singapore",Fitness Studio,CHOA CHU KANG,10535.758835482462,52657.0,False,False,True,Local
Anytime Fitness Yew Tee Community Club,ChIJNwuGbrcR2jERgxca13aS0-U,"20 Choa Chu Kang Street 52, #03-01, Singapore 689286",1.3948751,103.744688,4.5,107,https://www.anytimefitness.sg/gyms/sg-0070/yew-tee-north-east/,8533 3784,fitness_center,"Choa Chu Kang, Singapore",Fitness Studio,CHOA CHU KANG,10535.758835482462,52657.0,True,True,True,Local
Clementi ActiveSG Sports Centre,ChIJgRNCmI0a2jERsaiX0wOxGlE,"518 Clementi Ave 3, Singapore 129907",1.311074,103.765017,4.1,457,https://www.activesgcircle.gov.sg/facilities/clementi-sport-centre,6776 2560,fitness_center,"Clementi, Singapore",Fitness Studio,CLEMENTI,11191.556927093045,26815.0,True,True,True,Local
Queenstown Community Centre,ChIJd579PQUEBBARwgdz6iK21hE,"365 Commonwealth Ave, Singapore 149732",1.2988065,103.8015646,4.2,695,https://www.pa.gov.sg/our-network/community-clubs/Locate-CC/detail/Queenstown-Community-Centre,,fitness_center,"Queenstown, Singapore",Fitness Studio,QUEENSTOWN,10724.055500982318,28504.0,True,False,True,Local
The District Training @ Tiong Bahru Park Fitness Corner,ChIJX3FM9MEZ2jER3UhY3fRQiCk,"1 Henderson Rd, Singapore 159561",1.2884056,103.8228466,5.0,15,http://thedistricttraining.com/,9649 4791,fitness_center,"Tiong Bahru, Singapore",Fitness Studio,RIVER VALLEY,15695.421208530806,3376.0,True,True,True,Local
Blk 23 Fitness Park,ChIJcYz15PkX2jERAJa3oqROHzs,"27A Balam Rd, Singapore 371027",1.330834,103.8858185,5.0,3,,,fitness_center,"Geylang, Singapore",Fitness Studio,GEYLANG,9511.15418625147,34040.0,False,False,True,Local
Homeground Gym Farrer Park,ChIJ3y7KZKcZ2jERhyP-3pRYU6E,"146 Owen Rd, #01-01, Singapore 218943",1.3145302,103.8525585,4.7,89,https://www.homegroundgym.com/farrer-park,8650 7125,fitness_center,"Kallang, Singapore",Fitness Studio,ROCHOR,0.0,0.0,True,True,True,Local
BFT Farrer Park,ChIJZ8TwHaUZ2jERICJfsZyizxQ,"482 Serangoon Rd, #02-01, Singapore 218149",1.313843,103.857198,5.0,125,https://bodyfittraining.au/club/FarrerPark?utm_source=extnet&utm_medium=search&utm_campaign=franchise_lead_gen,8833 1940,fitness_center,"Kallang, Singapore",BFT,KALLANG,10084.228177543,31046.0,True,True,True,Local
Potong Pasir Community Club,ChIJjVfWj3gX2jERHP9kSEkgmOM,"6 Potong Pasir Ave 2, Singapore 358361",1.332651,103.8671489,4.2,856,,6280 1182,fitness_center,"Potong Pasir, Singapore",Fitness Studio,TOA PAYOH,10071.888371896875,35569.0,False,True,True,Local
MacPherson Lane Fitness Park,ChIJk_hGB10X2jER9jbM1PFNF6o,Singapore,1.3318215,103.8860633,5.0,1,,,fitness_center,"MacPherson, Singapore",Fitness Studio,GEYLANG,9511.15418625147,34040.0,False,False,True,Local
MacPherson Community Club,ChIJzcJ00CYY2jERLxMxOUXUtrc,"400 Paya Lebar Way, Singapore 379131",1.3236119,103.8847295,4.1,934,,6841 1085,fitness_center,"MacPherson, Singapore",Fitness Studio,GEYLANG,9511.15418625147,34040.0,False,True,True,Local
Eunos Park Exercise Corner,ChIJHdcgLxgZ2jERJL1tkjhuJ60,"361 Ubi Rd 3, Singapore 408664",1.318455,103.8971963,0.0,0,,,fitness_center,"Eunos, Singapore",Fitness Studio,GEYLANG,9511.15418625147,34040.0,False,False,False,Local
Mountbatten Community Club,ChIJlxt-6D4Y2jERdqSqyoLuCZo,"87 Jln. Satu, Singapura 390087",1.3091347,103.8870064,3.9,173,https://www.onepa.gov.sg/cc/mountbatten-cc,6344 7387,fitness_center,"Mountbatten, Singapore",Fitness Studio,GEYLANG,9511.15418625147,34040.0,True,True,True,Local
Fitness Corner by NParks,ChIJWRu45uE92jERQwu0btJknfE,"Bedok North Ave 3, Singapore",1.3358414,103.9315919,4.7,3,,,fitness_center,"Bedok Reservoir, Singapore",Fitness Studio,BEDOK,10710.615373350993,78532.0,False,False,True,Local
Fitness Corner in Bedok Town Park West,ChIJzwAdagA92jERtvgw75EsjAk,"709 Bedok Reservoir Rd, Singapore 470709",1.3346545,103.923243,0.0,0,,,fitness_center,"Bedok Reservoir, Singapore",Fitness Studio,BEDOK,10710.615373350993,78532.0,False,False,False,Local
Civil Service Club @ Loyang (Former Aloha Loyang),ChIJeaoMKbU92jERRVPqPC2m72M,"159W Jln. Loyang Besar, Singapore 507020",1.3803679,103.9620131,4.2,1675,https://www.cscloyang.sg/,6581 9033,fitness_center,"Loyang, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
Vitality Pod @ Pasir Ris Park Carpark D,ChIJxZi27A492jERp5S9v--zK28,"201 Pasir Ris Rd, Singapore 519147",1.3820103,103.9478068,5.0,1,https://www.thegympod.com/,,fitness_center,"Pasir Ris Park, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,True,False,True,Local
Pasir Ris East Community Club,ChIJURXsNa092jERHMncG26FzIo,"1 Pasir Ris Drive 4, #01-08 East Community Building, Singapore 519457",1.3685335,103.959445,4.1,1048,,6584 2798,fitness_center,"Pasir Ris Park, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,False,True,True,Local
Civil Service Club @ Changi,ChIJ84xKhBc82jERLY4gV_u2jGo,"2 Netheravon Rd, Singapore 508503",1.3914147,103.9862467,4.3,2237,http://www.cscchangi.sg/,6709 4709,fitness_center,"Changi Village, Singapore",Fitness Studio,CHANGI,0.0,0.0,True,True,True,Local
Ketam Mountain Bike Park,ChIJVWsZeW8-2jER_oDJU6R9d10,"Pulau Ubin, Singapore 508357",1.4114816,103.9477547,4.5,332,https://www.nparks.gov.sg/activities/fitness-sport-and-wellness/mountain-biking,1800 471 7300,fitness_center,"Pulau Ubin, Singapore",Fitness Studio,PASIR RIS,11846.999197728956,40510.0,True,True,True,Local
Seletar Reservoir Park Exercise Corner,ChIJzapdlo4V2jER--4ZzBLEiOs,"99 Yishun Ave 1, Singapore 769139",1.4105123,103.8329702,5.0,4,,,fitness_center,"Pulau Seletar, Singapore",Fitness Studio,YISHUN,9019.018663760686,65153.0,False,False,True,Local
Gold's Gym Personal Training - Farrer Park,ChIJkbmq-s8Z2jER8C9ztvyF4DE,"2 Tessensohn Rd, Singapore 217646",1.31652,103.85713,4.4,39,http://www.goldsgym.com.sg/,8153 7888,gym,"Little India, Singapore",Fitness Studio,KALLANG,10084.228177543,31046.0,True,True,True,Local
The Pilates Lab – Group Reformer Pilates in Serangoon Gardens,ChIJL4FFRvEX2jERcxyLTt_9pjw,"12A Maju Ave, Singapore 556690",1.364943,103.8657991,5.0,22,https://thepilateslab.sg/,8752 5597,gym,"Serangoon, Singapore",Yoga/Pilates Studio,SERANGOON,12015.227503718394,32272.0,True,True,True,Local
Clementi Neighbourhood Park Fitness Corner,ChIJ1wriNgAb2jERorJks6Njqa8,"Clementi, Singapore",1.325285,103.774068,4.0,1,,,gym,"Clementi, Singapore",Fitness Studio,CLEMENTI,11191.556927093045,26815.0,False,False,True,Local
